international_total_gross,domestic_total_gross,rank,movie_title,max_theaters,opening_theathers,worldwide_total_gross,domestic_opening,budget,release_date,runtime,distributor,genres,rating,link_stub
1119261396,543638043,6,The Lion King,4802.0,4725.0,1662899439,191770759,260000000,20190711,118.0,Walt Disney Studios Motion Pictures,Adventure Animation Drama Family Musical,PG,/title/tt6105098/?ref_=bo_ge_table_6
471115201,534987076,7,The Dark Knight,4366.0,4366.0,1006102277,158411483,185000000,20080716,152.0,Warner Bros.,Action Crime Drama Thriller,PG13,/title/tt0468569/?ref_=bo_ge_table_7
769095055,504481165,8,Beauty and the Beast,4210.0,4210.0,1273576220,174750616,160000000,20170316,129.0,Walt Disney Studios Motion Pictures,Adventure Family Fantasy Musical Romance,PG,/title/tt2771200/?ref_=bo_ge_table_8
943803672,459005868,9,Avengers: Age of Ultron,4276.0,4276.0,1402809540,191271109,250000000,20150422,141.0,Walt Disney Studios Motion Pictures,Action Adventure SciFi,PG13,/title/tt2395427/?ref_=bo_ge_table_9
633003513,448149584,10,The Dark Knight Rises,4404.0,4404.0,1081153097,160887295,250000000,20120719,164.0,Warner Bros.,Action Crime Drama,PG13,/title/tt1345836/?ref_=bo_ge_table_10
701633133,426829839,11,Captain Marvel,4310.0,4310.0,1128462972,153433423,160000000,20190306,123.0,Walt Disney Studios Motion Pictures,Action Adventure SciFi,PG13,/title/tt4154664/?ref_=bo_ge_table_11
440343699,424668047,12,The Hunger Games: Catching Fire,4163.0,4163.0,865011746,158074286,130000000,20131115,146.0,Lionsgate,Action Adventure Drama SciFi Thriller,PG13,/title/tt1951264/?ref_=bo_ge_table_12
410009114,412845172,13,Wonder Woman,4165.0,4165.0,822854286,103251471,149000000,20170530,141.0,Warner Bros.,Action Adventure Fantasy SciFi War,PG13,/title/tt0451279/?ref_=bo_ge_table_13
805797258,409013994,14,Iron Man 3,4253.0,4253.0,1214811252,174144585,200000000,20130424,130.0,Walt Disney Studios Motion Pictures,Action Adventure SciFi,PG13,/title/tt1300854/?ref_=bo_ge_table_14
745253147,408084349,15,Captain America: Civil War,4226.0,4226.0,1153337496,179139142,250000000,20160427,147.0,Walt Disney Studios Motion Pictures,Action Adventure SciFi,PG13,/title/tt3498820/?ref_=bo_ge_table_15
286384032,408010692,16,The Hunger Games,4137.0,4137.0,694394724,152535747,78000000,20120308,142.0,Lionsgate,Action Adventure SciFi Thriller,PG13,/title/tt1392170/?ref_=bo_ge_table_16
695213583,404214720,25,Jurassic Park,2566.0,2404.0,1099428303,47026828,63000000,19930611,127.0,Universal Pictures,Action Adventure SciFi Thriller,PG13,/title/tt0107290/?ref_=bo_ge_table_25
434191823,402111870,18,Transformers: Revenge of the Fallen,4293.0,4234.0,836303693,108966307,200000000,20090619,149.0,DreamWorks,Action Adventure SciFi,PG13,/title/tt1055369/?ref_=bo_ge_table_18
473942950,389813101,20,Guardians of the Galaxy Vol. 2,4347.0,4347.0,863756051,146510104,200000000,20170425,136.0,Walt Disney Studios Motion Pictures,Action Adventure Comedy SciFi,PG13,/title/tt3896198/?ref_=bo_ge_table_20
960912354,381447587,21,Harry Potter and the Deathly Hallows: Part 2,4375.0,4375.0,1342359942,169189427,0,20110713,130.0,Warner Bros.,Adventure Fantasy Mystery,PG13,/title/tt1201607/?ref_=bo_ge_table_21
419766082,363070709,24,Deadpool,3856.0,3558.0,782836791,132434639,58000000,20160209,108.0,Twentieth Century Fox,Action Adventure Comedy SciFi,R,/title/tt1431045/?ref_=bo_ge_table_24
771403536,352390543,26,Transformers: Dark of the Moon,4088.0,4088.0,1123794079,97852865,195000000,20110629,154.0,DreamWorks,Action Adventure SciFi,PG13,/title/tt1399103/?ref_=bo_ge_table_26
738968073,335477657,29,Joker,4374.0,4374.0,1074445730,96202337,55000000,20191002,122.0,Warner Bros.,Crime Drama Thriller,R,/title/tt7286456/?ref_=bo_ge_table_29
813424079,335104314,30,Aquaman,4184.0,4125.0,1148528393,67873522,0,20181207,143.0,Warner Bros.,Action Adventure Fantasy SciFi,PG13,/title/tt1477834/?ref_=bo_ge_table_30
691277106,334191110,32,Alice in Wonderland,3739.0,3728.0,1025468216,116101023,200000000,20100303,108.0,Walt Disney Studios Motion Pictures,Adventure Family Fantasy Mystery,PG,/title/tt1014759/?ref_=bo_ge_table_32
439631547,333718600,33,Guardians of the Galaxy,4088.0,4080.0,773350147,94320883,170000000,20140730,121.0,Walt Disney Studios Motion Pictures,Action Adventure Comedy SciFi,PG13,/title/tt2015381/?ref_=bo_ge_table_33
543277334,330360194,34,Batman v Superman: Dawn of Justice,4256.0,4242.0,873637528,166007347,250000000,20160323,152.0,Warner Bros.,Action Adventure SciFi,PG13,/title/tt2975590/?ref_=bo_ge_table_34
421746840,325100054,35,Suicide Squad,4255.0,4255.0,746846894,133682248,175000000,20160803,123.0,Warner Bros.,Action Adventure Fantasy SciFi,PG13,/title/tt1386697/?ref_=bo_ge_table_35
461304874,324591735,38,Deadpool 2,4349.0,4349.0,785896609,125507153,110000000,20180516,119.0,Twentieth Century Fox,Action Adventure Comedy SciFi,R,/title/tt5463162/?ref_=bo_ge_table_38
390463587,319246193,36,Transformers,4050.0,4011.0,709709780,70502384,150000000,20070628,144.0,DreamWorks,Action Adventure SciFi,PG13,/title/tt0418279/?ref_=bo_ge_table_36
266762121,319034126,37,Iron Man,4154.0,4105.0,585796247,98618668,140000000,20080430,126.0,Paramount Pictures,Action Adventure SciFi,PG13,/title/tt0371746/?ref_=bo_ge_table_37
698826156,318886962,39,Harry Potter and the Sorcerer's Stone,3672.0,3672.0,1017713119,90294621,125000000,20011116,152.0,Warner Bros.,Adventure Family Fantasy,PG,/title/tt0241527/?ref_=bo_ge_table_39
538925622,315058289,40,Thor: Ragnarok,4080.0,4080.0,853983911,122744989,180000000,20171024,130.0,Walt Disney Studios Motion Pictures,Action Adventure Comedy Fantasy SciFi,PG13,/title/tt3501632/?ref_=bo_ge_table_40
311500000,312433331,41,Iron Man 2,4390.0,4380.0,623933331,128122480,200000000,20100428,124.0,Paramount Pictures,Action Adventure SciFi,PG13,/title/tt1228705/?ref_=bo_ge_table_41
397959596,300531751,43,The Twilight Saga: Eclipse,4468.0,4468.0,698491347,64832191,68000000,20100630,124.0,Summit Entertainment,Action Adventure Drama Fantasy Romance Thriller,PG13,/title/tt1325004/?ref_=bo_ge_table_43
413209228,297816253,44,The Twilight Saga: New Moon,4124.0,4024.0,711025481,142839137,50000000,20091118,130.0,Summit Entertainment,Adventure Drama Fantasy Romance,PG13,/title/tt1259571/?ref_=bo_ge_table_44
680695761,296374621,45,Harry Potter and the Deathly Hallows: Part 1,4125.0,4125.0,977070383,125017372,0,20101117,146.0,Warner Bros.,Adventure Family Fantasy Mystery,PG13,/title/tt0926084/?ref_=bo_ge_table_45
649818982,292382727,47,Harry Potter and the Order of the Phoenix,4285.0,4285.0,942201710,77108414,150000000,20070711,138.0,Warner Bros.,Action Adventure Family Fantasy Mystery,PG13,/title/tt0373889/?ref_=bo_ge_table_47
453302158,291710957,48,The Chronicles of Narnia: The Lion the Witch and the Wardrobe,3853.0,3616.0,745013115,65556312,180000000,20051207,143.0,Walt Disney Studios Motion Pictures,Adventure Family Fantasy,PG,/title/tt0363771/?ref_=bo_ge_table_48
377000000,291045518,49,Man of Steel,4207.0,4207.0,668045518,116619362,225000000,20130612,143.0,Warner Bros.,Action Adventure SciFi,PG13,/title/tt0770828/?ref_=bo_ge_table_49
606260335,290469928,50,Harry Potter and the Goblet of Fire,3858.0,3858.0,896730264,102685961,150000000,20051116,157.0,Warner Bros.,Adventure Family Fantasy Mystery,PG13,/title/tt0330373/?ref_=bo_ge_table_50
241474088,271384731,53,The Grinch,4141.0,4141.0,512858819,67572855,75000000,20181107,85.0,Universal Pictures,Adventure Animation Comedy Family Fantasy Musical,PG,/title/tt2709692/?ref_=bo_ge_table_53
220188309,268163011,54,Shrek,3715.0,3587.0,488351320,42347760,60000000,20010516,90.0,DreamWorks Distribution,Adventure Animation Comedy Family Fantasy Romance,PG,/title/tt0126029/?ref_=bo_ge_table_54
617152229,262641637,56,Harry Potter and the Chamber of Secrets,3682.0,3682.0,879793867,88357488,100000000,20021114,161.0,Warner Bros.,Adventure Family Fantasy Mystery,PG,/title/tt0295297/?ref_=bo_ge_table_56
85108027,260715005,57,How the Grinch Stole Christmas,3256.0,3127.0,345823032,55082330,123000000,20001117,104.0,Universal Pictures,Comedy Family Fantasy,PG,/title/tt0170016/?ref_=bo_ge_table_57
454654931,259766572,58,Captain America: The Winter Soldier,3938.0,3938.0,714421503,95023721,170000000,20140326,136.0,Walt Disney Studios Motion Pictures,Action Adventure SciFi Thriller,PG13,/title/tt1843866/?ref_=bo_ge_table_58
127950427,257730019,59,Star Trek,4053.0,3849.0,385680446,75204289,150000000,20090506,127.0,Paramount Pictures,Action Adventure SciFi,PG13,/title/tt0796366/?ref_=bo_ge_table_59
329017042,256393010,60,I Am Legend,3648.0,3606.0,585410052,77211321,150000000,20071212,101.0,Warner Bros.,Action Drama SciFi Thriller,PG13,/title/tt0480249/?ref_=bo_ge_table_60
160160000,251409241,61,Batman,2201.0,2194.0,411569241,40489746,35000000,19890623,126.0,Warner Bros.,Action Adventure,,/title/tt0096895/?ref_=bo_ge_table_61
323617961,250863268,62,Night at the Museum,3768.0,3685.0,574481229,30433781,0,20061221,108.0,Twentieth Century Fox,Adventure Comedy Family Fantasy,PG,/title/tt0477347/?ref_=bo_ge_table_62
338700000,250690539,63,Men in Black,3180.0,3020.0,589390539,51068455,90000000,19970702,98.0,Sony Pictures Entertainment (SPE),Action Adventure Comedy SciFi,PG13,/title/tt0119654/?ref_=bo_ge_table_63
547385621,250105651,64,Harry Potter and the Prisoner of Azkaban,3855.0,3855.0,797491273,93687367,130000000,20040531,142.0,Warner Bros.,Adventure Family Fantasy Mystery,PG,/title/tt0304141/?ref_=bo_ge_table_64
858614996,245439076,65,Transformers: Age of Extinction,4233.0,4233.0,1104054072,100038390,210000000,20140625,165.0,Paramount Pictures,Action Adventure SciFi,PG13,/title/tt2109248/?ref_=bo_ge_table_65
369592765,234280354,67,War of the Worlds,3910.0,3908.0,603873119,64878725,132000000,20050629,116.0,Paramount Pictures,Action Adventure SciFi,PG13,/title/tt0407304/?ref_=bo_ge_table_67
445154156,232641920,69,Doctor Strange,3882.0,3882.0,677796076,85058311,165000000,20161025,115.0,Walt Disney Studios Motion Pictures,Action Adventure Fantasy SciFi,PG13,/title/tt1211837/?ref_=bo_ge_table_69
389552320,229086679,70,The Lost World: Jurassic Park,3565.0,3281.0,618638999,72132785,73000000,19970523,129.0,Universal Pictures,Action Adventure SciFi,PG13,/title/tt0119567/?ref_=bo_ge_table_70
428902692,229024295,71,Justice League,4051.0,4051.0,657926987,93842239,0,20171017,,Warner Bros.,Action Adventure Fantasy SciFi,PG13,/title/tt0974015/?ref_=bo_ge_table_71
238586585,228778661,72,Star Trek Into Darkness,3907.0,3868.0,467365246,70165559,190000000,20130508,132.0,Paramount Pictures,Action Adventure SciFi,PG13,/title/tt1408101/?ref_=bo_ge_table_72
402187155,228433663,73,The Martian,3854.0,3831.0,630620818,54308575,108000000,20150930,144.0,Twentieth Century Fox,Adventure Drama SciFi,PG13,/title/tt3659388/?ref_=bo_ge_table_73
392902882,226277068,74,Logan,4071.0,4071.0,619179950,88411916,97000000,20170301,137.0,Twentieth Century Fox,Action Drama SciFi Thriller,R,/title/tt3315342/?ref_=bo_ge_table_74
435341858,222527828,76,Big Hero 6,3773.0,3761.0,657869686,56215889,165000000,20141025,102.0,Walt Disney Studios Motion Pictures,Action Adventure Animation Comedy Family SciFi,PG,/title/tt2245084/?ref_=bo_ge_table_76
571498294,220159104,109,Mission: Impossible,3012.0,3012.0,791657398,61236534,178000000,20180725,147.0,Paramount Pictures,Action Adventure Thriller,PG13,/title/tt0117060/?ref_=bo_ge_table_9
223525393,219614612,78,Alvin and the Chipmunks: The Squeakquel,3747.0,3700.0,443140005,48875415,75000000,20091221,88.0,Twentieth Century Fox,Adventure Animation Comedy Drama Family Fantasy Music Musical,PG,/title/tt1231580/?ref_=bo_ge_table_78
338826353,218080025,79,King Kong,3627.0,3568.0,556906378,50130145,207000000,20051214,187.0,Universal Pictures,Action Adventure Drama Romance,PG13,/title/tt0360717/?ref_=bo_ge_table_79
277298240,217581231,80,How to Train Your Dragon,4060.0,4055.0,494879471,43732319,165000000,20100318,98.0,DreamWorks,Action Adventure Animation Comedy Family Fantasy,PG,/title/tt0892769/?ref_=bo_ge_table_80
542470807,217536138,81,The Da Vinci Code,3757.0,3735.0,760006945,77073388,125000000,20060517,149.0,Sony Pictures Entertainment (SPE),Mystery Thriller,PG13,/title/tt0382625/?ref_=bo_ge_table_81
148025572,217326974,82,Alvin and the Chipmunks,3499.0,3475.0,365352546,44307417,60000000,20071212,92.0,Twentieth Century Fox,Adventure Animation Comedy Drama Family Fantasy Music Musical,PG,/title/tt0952640/?ref_=bo_ge_table_82
330978219,215409889,84,Mission: Impossible II,3669.0,3653.0,546388108,57845297,125000000,20000524,123.0,Paramount Pictures,Action Adventure Thriller,PG13,/title/tt0120755/?ref_=bo_ge_table_84
134809816,214373500,86,The Lorax,3769.0,3729.0,349183316,70217070,70000000,20120301,86.0,Universal Pictures,Adventure Animation Comedy Drama Family Fantasy Musical,PG,/title/tt1482459/?ref_=bo_ge_table_86
642569645,213515506,87,Venom,4250.0,4250.0,856085151,80255756,100000000,20181003,112.0,Sony Pictures Entertainment (SPE),Action Adventure SciFi,PG13,/title/tt1270797/?ref_=bo_ge_table_87
245453242,210629101,88,300,3280.0,3103.0,456082343,70885301,65000000,20070307,117.0,Warner Bros.,Action Drama,R,/title/tt0416449/?ref_=bo_ge_table_88
485315477,209397903,109,Mission: Impossible,3012.0,3012.0,694713380,12785204,145000000,20111214,132.0,Paramount Pictures,Action Adventure Thriller,PG13,/title/tt0117060/?ref_=bo_ge_table_9
166809514,206863479,92,Batman Begins,3858.0,3858.0,373672993,48745440,150000000,20050615,140.0,Warner Bros.,Action Crime Drama,PG13,/title/tt0372784/?ref_=bo_ge_table_92
268509687,206459076,90,Charlie and the Chocolate Factory,3790.0,3770.0,474968763,56178450,150000000,20050714,115.0,Warner Bros.,Adventure Comedy Family Fantasy Musical,PG,/title/tt0367594/?ref_=bo_ge_table_90
438421000,206362140,91,Thor: The Dark World,3841.0,3841.0,644783140,85737841,170000000,20131030,112.0,Walt Disney Studios Motion Pictures,Action Adventure Fantasy,PG13,/title/tt1981115/?ref_=bo_ge_table_91
241261119,202019785,94,The Mummy Returns,3553.0,3401.0,443280904,68139035,98000000,20010504,130.0,Universal Pictures,Action Adventure Fantasy Thriller,PG13,/title/tt0209163/?ref_=bo_ge_table_94
191000000,200081192,96,Superman Returns,4065.0,4065.0,391081192,52535096,270000000,20060628,154.0,Warner Bros.,Action Adventure SciFi,PG13,/title/tt0348150/?ref_=bo_ge_table_96
487674259,195042377,109,Mission: Impossible,3012.0,3012.0,682716636,55520089,150000000,20150724,131.0,Paramount Pictures,Action Adventure Thriller,PG13,/title/tt0117060/?ref_=bo_ge_table_9
214467942,193962473,98,Twilight,3649.0,3419.0,408430415,69637740,37000000,20081120,122.0,Summit Entertainment,Drama Fantasy Romance,PG13,/title/tt1099212/?ref_=bo_ge_table_98
251400000,193735288,102,Men in Black II,3641.0,3557.0,445135288,52148751,140000000,20020703,88.0,Sony Pictures Entertainment (SPE),Action Adventure Comedy Mystery SciFi,PG13,/title/tt0120912/?ref_=bo_ge_table_2
139614539,191719337,99,22 Jump Street,3426.0,3306.0,331333876,57071445,50000000,20140605,112.0,Sony Pictures Entertainment (SPE),Action Comedy Crime,R,/title/tt2294449/?ref_=bo_ge_table_99
124200000,191221000,100,The Batman,4417.0,4417.0,315421000,134008624,0,20220301,176.0,Warner Bros.,Action Crime Drama Mystery,PG13,/title/tt1877830/?ref_=bo_ge_table_100
126279964,188969804,122,The Polar Express,3650.0,3650.0,315249768,23323463,165000000,20041110,100.0,Warner Bros.,Adventure Animation Comedy Family Fantasy Musical,,/title/tt0338348/?ref_=bo_ge_table_22
152498032,184069126,104,Batman Forever,2893.0,2842.0,336567158,52784433,100000000,19950616,121.0,Warner Bros.,Action Adventure,PG13,/title/tt0112462/?ref_=bo_ge_table_4
185000000,183875760,105,The Fugitive,2425.0,2340.0,368875760,23758855,0,19930806,130.0,Warner Bros.,Action Crime Drama Mystery Thriller,PG13,/title/tt0106977/?ref_=bo_ge_table_5
196100000,183651655,106,Black Widow,4275.0,4160.0,379751655,80366312,0,20210707,134.0,Walt Disney Studios Motion Pictures,Action Adventure SciFi,PG13,/title/tt3480822/?ref_=bo_ge_table_6
353279279,183135014,107,The Simpsons Movie,3926.0,3922.0,536414293,74036787,75000000,20070725,87.0,Twentieth Century Fox,Adventure Animation Comedy,PG13,/title/tt0462538/?ref_=bo_ge_table_7
268295994,181030624,108,Thor,3963.0,3955.0,449326618,65723338,150000000,20110421,115.0,Paramount Pictures,Action Adventure Fantasy,PG13,/title/tt0800369/?ref_=bo_ge_table_8
276714535,180981856,109,Mission: Impossible,3012.0,3012.0,457696391,45436830,80000000,19960522,110.0,Paramount Pictures,Action Adventure Thriller,PG13,/title/tt0117060/?ref_=bo_ge_table_9
182200000,180011740,111,Planet of the Apes,3530.0,3500.0,362211740,68532960,100000000,20010727,119.0,Twentieth Century Fox,Action Adventure SciFi Thriller,PG13,/title/tt0133152/?ref_=bo_ge_table_11
445005922,179020854,113,Men in Black 3,4248.0,4248.0,624026776,54592779,225000000,20120523,106.0,Sony Pictures Entertainment (SPE),Action Adventure Comedy SciFi,PG13,/title/tt1409024/?ref_=bo_ge_table_13
444534595,177002924,114,How to Train Your Dragon 2,4268.0,4253.0,621537519,49451322,145000000,20140605,102.0,Twentieth Century Fox,Action Adventure Animation Comedy Family Fantasy,PG,/title/tt1646971/?ref_=bo_ge_table_14
193915269,176654505,115,Captain America: The First Avenger,3715.0,3715.0,370569774,65058524,140000000,20110722,124.0,Paramount Pictures,Action Adventure SciFi,PG13,/title/tt0458339/?ref_=bo_ge_table_15
182534404,176591618,116,The Karate Kid,3740.0,3663.0,359126022,55665805,40000000,20100610,140.0,Sony Pictures Entertainment (SPE),Action Drama Family Sport,PG,/title/tt1155076/?ref_=bo_ge_table_16
167780960,167780960,117,Three Men and a Baby,1813.0,1006.0,0,10384392,11000000,19871125,102.0,Walt Disney Studios Motion Pictures,Comedy Drama Family,,/title/tt0094137/?ref_=bo_ge_table_17
237194665,164870234,118,Eternals,4090.0,4090.0,402064899,71297219,0,20211103,156.0,Walt Disney Studios Motion Pictures,Action Adventure Fantasy SciFi,PG13,/title/tt9032400/?ref_=bo_ge_table_18
330000105,163214888,119,Clash of the Titans,3802.0,3777.0,493214993,61235105,125000000,20100331,106.0,Warner Bros.,Action Adventure Fantasy,PG13,/title/tt0800320/?ref_=bo_ge_table_19
162192000,162994032,120,The SpongeBob Movie: Sponge Out of Water,3680.0,3641.0,325186032,55365012,74000000,20150128,92.0,Paramount Pictures,Adventure Animation Comedy Family Fantasy,PG,/title/tt2279373/?ref_=bo_ge_table_20
103990656,162924631,121,Batman Returns,2644.0,2644.0,266915287,45687711,80000000,19920619,126.0,Warner Bros.,Action Crime Fantasy,PG13,/title/tt0103776/?ref_=bo_ge_table_21
184623476,158848340,123,Star Trek Beyond,3928.0,3928.0,343471816,59253211,185000000,20160720,122.0,Paramount Pictures,Action Adventure SciFi Thriller,PG13,/title/tt2660888/?ref_=bo_ge_table_23
111900000,158348367,124,The Firm,2393.0,2393.0,270248367,25400000,0,19930702,154.0,Paramount Pictures,Drama Mystery Thriller,R,/title/tt0106918/?ref_=bo_ge_table_24
33347096,158119460,125,The Longest Yard,3654.0,3634.0,191466556,47606480,82000000,20050527,113.0,Paramount Pictures,Comedy Crime Sport,PG13,/title/tt0398165/?ref_=bo_ge_table_25
144043360,154529439,130,Horton Hears a Who!,3961.0,3954.0,298572799,45012998,85000000,20080312,86.0,Twentieth Century Fox,Adventure Animation Comedy Family Fantasy Music Musical,,/title/tt0451079/?ref_=bo_ge_table_30
266118261,152647258,132,Sex and the City,3325.0,3285.0,418765519,57038404,65000000,20080528,145.0,Warner Bros.,Comedy Drama Romance,R,/title/tt1000774/?ref_=bo_ge_table_32
137937923,150947895,133,Divergent,3936.0,3936.0,288885818,54607747,85000000,20140320,139.0,Lionsgate,Action Adventure Mystery SciFi,PG13,/title/tt1840309/?ref_=bo_ge_table_33
170741018,148974665,134,Sonic the Hedgehog,4198.0,4167.0,319715683,58018348,85000000,20200212,99.0,Paramount Pictures,Action Adventure Comedy SciFi,PG,/title/tt3794354/?ref_=bo_ge_table_34
232600000,146282411,136,True Lies,2561.0,2368.0,378882411,25869770,115000000,19940715,141.0,Twentieth Century Fox,Action Comedy Thriller,R,/title/tt0111503/?ref_=bo_ge_table_36
208332875,144801023,137,I Robot,3494.0,3420.0,353133898,52179887,120000000,20040715,115.0,Twentieth Century Fox,Action Mystery SciFi Thriller,PG13,/title/tt0343818/?ref_=bo_ge_table_37
289303033,144174568,139,Pokémon Detective Pikachu,4248.0,4202.0,433477601,54365242,150000000,20190503,104.0,Warner Bros.,Action Adventure Comedy Family Mystery SciFi,PG,/title/tt5884052/?ref_=bo_ge_table_39
150300000,144156605,138,Doctor Dolittle,2871.0,2777.0,294456605,29014324,0,19980626,85.0,Twentieth Century Fox,Comedy Family Fantasy,PG13,/title/tt0118998/?ref_=bo_ge_table_38
421135165,142614158,140,The Smurfs,3427.0,3395.0,563749323,35611637,110000000,20110727,103.0,Sony Pictures Entertainment (SPE),Adventure Animation Comedy Family Fantasy,PG,/title/tt0472181/?ref_=bo_ge_table_40
278044078,141621490,141,The Chronicles of Narnia: Prince Caspian,3929.0,3929.0,419665568,55034805,225000000,20080515,150.0,Walt Disney Studios Motion Pictures,Action Adventure Family Fantasy,PG,/title/tt0499448/?ref_=bo_ge_table_41
101900000,141340178,142,A Few Good Men,2201.0,1925.0,243240178,15517468,41000000,19921211,138.0,Columbia Pictures,Drama Thriller,R,/title/tt0104257/?ref_=bo_ge_table_42
225600000,140480049,143,Shazam!,4306.0,4217.0,366080049,53505326,100000000,20190403,132.0,Warner Bros.,Action Adventure Comedy Fantasy,PG13,/title/tt0448115/?ref_=bo_ge_table_43
160100000,140035367,144,Stuart Little,3151.0,2878.0,300135367,15018223,133000000,19991217,84.0,Sony Pictures Entertainment (SPE),Adventure Comedy Family Fantasy,PG,/title/tt0164912/?ref_=bo_ge_table_44
51924086,138614544,145,Cheaper by the Dozen,3307.0,3298.0,190538630,27557647,40000000,20031225,98.0,Twentieth Century Fox,Comedy Family,PG,/title/tt0349205/?ref_=bo_ge_table_45
63137661,138447667,146,21 Jump Street,3148.0,3121.0,201585328,36302612,42000000,20120315,109.0,Sony Pictures Entertainment (SPE),Action Comedy Crime,R,/title/tt1232829/?ref_=bo_ge_table_46
445203499,137715350,147,Ready Player One,4234.0,4234.0,582918849,41764050,175000000,20180328,140.0,Warner Bros.,Action Adventure SciFi,PG13,/title/tt1677720/?ref_=bo_ge_table_47
242700000,136314294,148,Godzilla,3310.0,3310.0,379014294,44047541,130000000,19980520,139.0,Sony Pictures Entertainment (SPE),Action SciFi Thriller,PG13,/title/tt0120685/?ref_=bo_ge_table_48
184500000,136189294,149,101 Dalmatians,2901.0,2794.0,320689294,33504025,0,19961127,103.0,Walt Disney Studios Motion Pictures,Adventure Comedy Crime Family,,/title/tt0115433/?ref_=bo_ge_table_49
66700000,135384756,150,Teenage Mutant Ninja Turtles,2377.0,2006.0,202084756,25398367,13500000,19900330,93.0,New Line Cinema,Action Adventure Comedy Family SciFi,,/title/tt0100758/?ref_=bo_ge_table_50
129964083,134806913,151,The Incredible Hulk,3508.0,3505.0,264770996,55414050,150000000,20080611,112.0,Universal Pictures,Action Adventure SciFi,PG13,/title/tt0800080/?ref_=bo_ge_table_51
207954512,134508551,152,Wanted,3185.0,3175.0,342463063,50927085,75000000,20080626,110.0,Universal Pictures,Action Crime Thriller,R,/title/tt0493464/?ref_=bo_ge_table_52
166000000,134478449,153,Superman,817.0,508.0,300478449,7465343,55000000,19781215,143.0,Warner Bros.,Action Adventure SciFi,PG,/title/tt0078346/?ref_=bo_ge_table_53
264449696,134029801,154,Mission: Impossible III,4059.0,4054.0,398479497,47743273,150000000,20060503,126.0,Paramount Pictures,Action Adventure Thriller,PG13,/title/tt0317919/?ref_=bo_ge_table_54
209584693,133110742,155,Alvin and the Chipmunks: Chipwrecked,3734.0,3723.0,342695435,23244744,75000000,20111214,87.0,Twentieth Century Fox,Adventure Animation Comedy Family Fantasy Music Musical,G,/title/tt1615918/?ref_=bo_ge_table_55
282271394,132556852,156,The Wolverine,3924.0,3924.0,414828246,53113752,120000000,20130724,126.0,Twentieth Century Fox,Action SciFi,PG13,/title/tt1430132/?ref_=bo_ge_table_56
159081058,132399394,157,The Departed,3017.0,3017.0,291480452,26887467,90000000,20061005,151.0,Warner Bros.,Crime Drama Thriller,R,/title/tt0407887/?ref_=bo_ge_table_57
113107931,132177234,158,Hulk,3674.0,3660.0,245285165,62128420,137000000,20030619,138.0,Universal Pictures,Action SciFi,PG13,/title/tt0286716/?ref_=bo_ge_table_58
169991393,131921738,159,Fantastic 4: Rise of the Silver Surfer,3963.0,3959.0,301913131,58051684,130000000,20070613,92.0,Twentieth Century Fox,Action Adventure Fantasy SciFi,PG,/title/tt0486576/?ref_=bo_ge_table_59
187941694,131772187,160,The Last Airbender,3203.0,3169.0,319713881,40325019,150000000,20100701,103.0,Paramount Pictures,Action Adventure Family Fantasy,PG,/title/tt0938283/?ref_=bo_ge_table_60
143535270,131168070,161,Lara Croft: Tomb Raider,3349.0,3308.0,274703340,47735743,115000000,20010615,100.0,Paramount Pictures,Action Adventure Fantasy Thriller,PG13,/title/tt0146316/?ref_=bo_ge_table_61
211100000,130531208,162,The Flintstones,2594.0,2498.0,341631208,29688730,46000000,19940527,91.0,Universal Pictures,Comedy Family Fantasy,PG,/title/tt0109813/?ref_=bo_ge_table_62
100366245,130319208,163,Get Smart,3915.0,3911.0,230685453,38683480,80000000,20080619,110.0,Warner Bros.,Action Adventure Comedy,PG13,/title/tt0425061/?ref_=bo_ge_table_63
166823455,130179072,164,The Divergent Series: Insurgent,3875.0,3875.0,297002527,52263680,110000000,20150318,119.0,Lionsgate,Action Adventure SciFi Thriller,PG13,/title/tt2908446/?ref_=bo_ge_table_64
116054702,130178411,165,The Peanuts Movie,3902.0,3897.0,246233113,44213073,99000000,20151029,88.0,Twentieth Century Fox,Adventure Animation Comedy Drama Family,G,/title/tt2452042/?ref_=bo_ge_table_65
475256474,130168683,166,Transformers: The Last Knight,4132.0,4069.0,605425157,44680073,217000000,20170621,154.0,Paramount Pictures,Action Adventure SciFi,PG13,/title/tt3371366/?ref_=bo_ge_table_66
120220800,129128133,167,The Ring,2927.0,1981.0,249348933,15015393,48000000,20021018,115.0,DreamWorks Distribution,Horror Mystery,PG13,/title/tt0298130/?ref_=bo_ge_table_67
145147000,128814019,168,The Nutty Professor,2239.0,2115.0,273961019,25411725,54000000,19960628,95.0,Universal Pictures,Comedy Romance SciFi,PG13,/title/tt0117218/?ref_=bo_ge_table_68
134046935,128505958,169,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2611.0,837.0,262552893,26455463,18000000,20060223,84.0,Twentieth Century Fox,Comedy,R,/title/tt0443453/?ref_=bo_ge_table_69
100796935,128350574,170,Ghostbusters,3963.0,3963.0,229147509,46018755,144000000,20160711,117.0,Sony Pictures Entertainment (SPE),Action Comedy Fantasy SciFi,PG13,/title/tt1289401/?ref_=bo_ge_table_70
