international_total_gross,domestic_total_gross,rank,movie_title,max_theaters,opening_theathers,worldwide_total_gross,domestic_opening,budget,release_date,runtime,distributor,genres,rating,link_stub
532878,532878,929,Noah's Arc: Jumping the Broom,9.0,5.0,0,151337,0,20081024,101.0,Logo Features,Drama Romance,R,/title/tt0955306/?ref_=bo_ge_table_29
25425,490475,930,Tape,35.0,7.0,515900,28424,0,20011102,86.0,Lionsgate,Drama,R,/title/tt0275719/?ref_=bo_ge_table_30
487391,487391,931,The Browning Version,24.0,12.0,0,48719,0,19941012,97.0,Paramount Pictures,Drama,R,/title/tt0109340/?ref_=bo_ge_table_31
7082359,480813,932,DOA: Dead or Alive,505.0,505.0,7563172,260713,0,20060907,87.0,Dimension Films,Action Adventure Mystery,PG13,/title/tt0398913/?ref_=bo_ge_table_32
428868,428868,933,Body Snatchers,34.0,13.0,0,31494,0,19940114,87.0,Warner Bros.,Horror SciFi,R,/title/tt0106452/?ref_=bo_ge_table_33
1386729,271000,934,Night of the Living Dead 3D,145.0,145.0,1657729,215300,0,20061110,80.0,Midnight Movies,Horror,R,/title/tt0489244/?ref_=bo_ge_table_34
5455502,269980,935,Kingsglaive: Final Fantasy XV,26.0,24.0,5725482,119801,0,20160709,110.0,Vertical Entertainment,Action Adventure Animation Fantasy SciFi,PG13,/title/tt5595168/?ref_=bo_ge_table_35
192816,192816,936,The Return of Swamp Thing,,,0,0,0,19890512,89.0,Millimeter Films,Action Adventure Comedy Horror SciFi,,/title/tt0098193/?ref_=bo_ge_table_36
1423683,180590,937,We Are the Best!,23.0,3.0,1604273,17664,0,20131011,102.0,Magnolia Pictures,Drama Music,,/title/tt2364975/?ref_=bo_ge_table_37
135280,135280,938,The Cherry Orchard,3.0,,0,0,0,20020222,141.0,Kino International,Drama,,/title/tt0144134/?ref_=bo_ge_table_38
124693,124693,939,Oleanna,22.0,15.0,0,25316,0,19941104,89.0,The Samuel Goldwyn Company,Drama Thriller,,/title/tt0110722/?ref_=bo_ge_table_39
11714651,123526,940,Wo zhi nv ren xin,26.0,26.0,11838177,53224,0,20110203,116.0,China Lion Film Distribution,Comedy Romance SciFi,,/title/tt1667150/?ref_=bo_ge_table_40
1185599,93051,941,I Spit on Your Grave,12.0,12.0,1278650,32440,2000000,20101008,108.0,Anchor Bay Films,Horror Thriller,R,/title/tt1242432/?ref_=bo_ge_table_41
77666,81381,942,We Are What We Are,17.0,2.0,159047,13727,0,20130927,105.0,Entertainment One,Drama Horror Thriller,R,/title/tt2309021/?ref_=bo_ge_table_42
67878,67878,943,Brenda Starr,48.0,48.0,0,30035,0,19920417,93.0,Triumph Releasing Corporation,Adventure Comedy Romance,,/title/tt0096978/?ref_=bo_ge_table_43
57100,57100,944,Gumby: The Movie,21.0,21.0,0,6144,0,19950512,90.0,Arrow Releasing,Adventure Animation Comedy Family Fantasy Music SciFi Western,,/title/tt0113234/?ref_=bo_ge_table_44
44722,44722,945,The War at Home,6.0,4.0,0,15040,0,19961122,123.0,Walt Disney Studios Motion Pictures,Drama,R,/title/tt0118117/?ref_=bo_ge_table_45
614297,44235,946,Madame Bovary,15.0,15.0,658532,20841,0,20150604,118.0,Alchemy,Drama Romance,R,/title/tt2334733/?ref_=bo_ge_table_46
2523963,42472,947,Blood Ties,28.0,28.0,2566435,26912,0,20131030,127.0,Roadside Attractions,Action Crime Drama Thriller,R,/title/tt1747958/?ref_=bo_ge_table_47
41232,41232,948,Happy New Year,40.0,40.0,0,30625,0,19870807,85.0,Columbia Pictures,Comedy Crime Romance,,/title/tt0093145/?ref_=bo_ge_table_48
37654579,32445,949,Rurouni Kenshin Part I: Origins,27.0,,37687024,0,0,20120825,134.0,,Action Adventure Drama History War,,/title/tt1979319/?ref_=bo_ge_table_49
31638,31638,950,The Substance of Fire,11.0,11.0,0,56211,0,19970314,97.0,Miramax,Drama,R,/title/tt0117773/?ref_=bo_ge_table_50
2600194,31081,951,Maniac,10.0,1.0,2631275,5571,0,20121227,89.0,IFC Films,Horror Thriller,,/title/tt2103217/?ref_=bo_ge_table_51
27160,27160,952,Tiger Eyes,17.0,17.0,0,10874,0,20130607,92.0,Freestyle Releasing,Drama,PG13,/title/tt1748260/?ref_=bo_ge_table_52
7681662,26650,953,The Sweeney,11.0,11.0,7708312,20321,0,20120914,112.0,Entertainment One,Action Crime Drama,R,/title/tt0857190/?ref_=bo_ge_table_53
116214,14567,954,Silent Night,11.0,11.0,130781,9780,0,20121130,94.0,Anchor Bay Films,Comedy Horror Mystery Thriller,R,/title/tt2347497/?ref_=bo_ge_table_54
14460,14460,955,The 24th Day,1.0,1.0,0,2001,0,20040514,92.0,Screen Media Films,Crime Drama Thriller,R,/title/tt0246404/?ref_=bo_ge_table_55
813104,13809,956,13 Sins,45.0,45.0,826913,9261,0,20140411,93.0,RADiUSTWC,Horror Thriller,R,/title/tt2059171/?ref_=bo_ge_table_56
12712,12712,957,War of the Buttons,2.0,2.0,0,4930,0,19950929,94.0,Warner Bros.,Adventure Drama Family,PG,/title/tt0111666/?ref_=bo_ge_table_57
9365,9365,958,Radio Free Albemuth,10.0,10.0,0,5553,0,20140627,111.0,Freestyle Releasing,Drama SciFi,R,/title/tt1129396/?ref_=bo_ge_table_58
6596,6596,959,Human Capital,12.0,12.0,0,4331,0,20200717,98.0,Vertical Entertainment,Drama,,/title/tt9185066/?ref_=bo_ge_table_59
269097,2638,960,Come Out and Play,10.0,10.0,271735,1600,0,20130322,105.0,Cinedigm Entertainment Group,Horror,R,/title/tt2341664/?ref_=bo_ge_table_60
7100936,1519,961,Postman Pat: The Movie,2.0,2.0,7102455,1254,0,20140523,88.0,Shout! Factory,Animation Comedy Family,,/title/tt2062622/?ref_=bo_ge_table_61
17399159,894,962,Billy and Buddy,2.0,,17400053,0,0,20130227,82.0,Distrib Films,Comedy Family,,/title/tt2538654/?ref_=bo_ge_table_62
677795,809,963,I Spit on Your Grave 2,1.0,1.0,678604,441,0,20130905,106.0,Anchor Bay Films,Horror Thriller,R,/title/tt2537176/?ref_=bo_ge_table_63
8481255,742,964,Amityville: The Awakening,10.0,10.0,8481997,742,0,20170720,87.0,Dimension Films,Horror Thriller,PG13,/title/tt1935897/?ref_=bo_ge_table_64
