link_stub,rank,movie_title,lifetime_gross,max_theaters,opening_weekend,opening_theathers,release_date_x,distributor_x,domestic_total_gross,international_total_gross,worldwide_total_gross,domestic_opening,budget,release_date_y,runtime,distributor_y,genres,rating
/title/tt0104299/?ref_=bo_ge_table_13,713,Freejack,"$17,129,026","1,560","$6,736,243","1,551","Jan 17, 1992","Warner Bros.

",17129026,17129026,0,6736243,0,1992-01-17,110.0,Warner Bros.,"Action, Crime, Sci-Fi, Thriller",R
/title/tt0758746/?ref_=bo_ge_table_49,349,Friday the 13th,"$65,002,019","3,105","$40,570,365","3,105","Feb 13, 2009","Warner Bros.

",65002019,26507135,91509154,40570365,19000000,2009-02-11,97.0,Warner Bros.,"Horror, Mystery, Thriller",R
/title/tt0082418/?ref_=bo_ge_table_43,643,Friday the 13th Part 2,"$21,722,776","1,350","$6,429,784","1,350","Apr 30, 1981","Paramount Pictures

",21722776,21722776,0,6429784,0,1981-04-30,87.0,Paramount Pictures,"Horror, Mystery, Thriller",
/title/tt0101921/?ref_=bo_ge_table_65,265,Fried Green Tomatoes,"$82,418,501","1,331","$105,317",5,"Dec 27, 1991","Universal Pictures

",82418501,37000000,119418501,105317,0,1991-12-27,130.0,Universal Pictures,Drama,
/title/tt1438176/?ref_=bo_ge_table_97,697,Fright Night,"$18,302,607","3,114","$7,714,388","3,114","Aug 19, 2011","Walt Disney Studios Motion Pictures

",18302607,22700000,41002607,7714388,30000000,2011-08-18,106.0,Walt Disney Studios Motion Pictures,"Comedy, Horror",R
/title/tt0091083/?ref_=bo_ge_table_6,906,From Beyond,"$1,261,000",190,"$514,417",190,"Oct 24, 1986","Empire Pictures

",1261000,1261000,0,514417,0,1986-10-24,85.0,Empire Pictures,"Horror, Sci-Fi",
/title/tt0120681/?ref_=bo_ge_table_58,558,From Hell,"$31,602,566","2,334","$11,014,818","2,305","Oct 19, 2001","Twentieth Century Fox

",31602566,42955549,74558115,11014818,35000000,2001-10-19,122.0,Twentieth Century Fox,"Horror, Mystery, Thriller",R
/title/tt0369441/?ref_=bo_ge_table_95,195,Fun with Dick and Jane,"$110,332,737","3,239","$14,383,515","3,056","Dec 21, 2005","Sony Pictures Entertainment (SPE)

",110332737,94349162,204681899,14383515,100000000,2005-12-21,90.0,Sony Pictures Entertainment (SPE),"Comedy, Crime",PG-13
/title/tt0808279/?ref_=bo_ge_table_5,905,Funny Games,"$1,294,919",288,"$544,833",286,"Mar 14, 2008","Warner Independent Pictures (WIP)

",1294919,6643953,7938872,544833,0,2008-03-14,111.0,Warner Independent Pictures (WIP),"Crime, Drama, Thriller",R
/title/tt0356634/?ref_=bo_ge_table_6,306,Garfield,"$75,369,589","3,150","$21,727,611","3,094","Jun 11, 2004","Twentieth Century Fox

",75369589,127802828,203172417,21727611,50000000,2004-06-11,80.0,Twentieth Century Fox,"Adventure, Animation, Comedy, Family, Fantasy",PG
/title/tt0455499/?ref_=bo_ge_table_88,588,Garfield: A Tail of Two Kitties,"$28,426,747","2,981","$7,288,977","2,946","Jun 16, 2006","Twentieth Century Fox

",28426747,114899223,143325970,7288977,0,2006-06-14,82.0,Twentieth Century Fox,"Adventure, Animation, Comedy, Family",PG
/title/tt0119190/?ref_=bo_ge_table_10,210,George of the Jungle,"$105,263,257","2,616","$16,540,791","2,506","Jul 18, 1997","Walt Disney Studios Motion Pictures

",105263257,69200000,174463257,16540791,55000000,1997-07-18,92.0,Walt Disney Studios Motion Pictures,"Action, Adventure, Comedy, Family, Romance",PG
/title/tt0208988/?ref_=bo_ge_table_37,737,Get Carter,"$14,967,182","2,315","$6,637,830","2,315","Oct 6, 2000","Warner Bros.

",14967182,4445811,19412993,6637830,63600000,2000-10-06,102.0,Warner Bros.,"Action, Crime, Drama, Thriller",R
/title/tt0425061/?ref_=bo_ge_table_63,163,Get Smart,"$130,319,208","3,915","$38,683,480","3,911","Jun 20, 2008","Warner Bros.

",130319208,100366245,230685453,38683480,80000000,2008-06-19,110.0,Warner Bros.,"Action, Adventure, Comedy",PG-13
/title/tt0259324/?ref_=bo_ge_table_87,187,Ghost Rider,"$115,802,596","3,620","$45,388,836","3,619","Feb 16, 2007","Sony Pictures Entertainment (SPE)

",115802596,112935797,228738393,45388836,110000000,2007-02-14,110.0,Sony Pictures Entertainment (SPE),"Action, Fantasy, Thriller",PG-13
/title/tt1071875/?ref_=bo_ge_table_13,413,Ghost Rider: Spirit of Vengeance,"$51,774,002","3,174","$22,115,334","3,174","Feb 17, 2012","Sony Pictures Entertainment (SPE)

",51774002,80789928,132563930,22115334,57000000,2012-02-15,96.0,Sony Pictures Entertainment (SPE),"Action, Fantasy, Thriller",PG-13
/title/tt0162346/?ref_=bo_ge_table_34,834,Ghost World,"$6,217,849",128,"$98,791",5,"Jul 20, 2001","Metro-Goldwyn-Mayer (MGM)

",6217849,2546540,8764389,98791,7000000,2001-07-20,111.0,Metro-Goldwyn-Mayer (MGM),"Comedy, Drama",R
/title/tt1219827/?ref_=bo_ge_table_92,492,Ghost in the Shell,"$40,563,557","3,440","$18,676,033","3,440","Mar 31, 2017","Paramount Pictures

",40563557,129283388,169846945,18676033,110000000,2017-03-29,107.0,Paramount Pictures,"Action, Crime, Drama, Sci-Fi, Thriller",PG-13
/title/tt1289401/?ref_=bo_ge_table_70,170,Ghostbusters,"$128,350,574","3,963","$46,018,755","3,963","Jul 15, 2016","Sony Pictures Entertainment (SPE)

",128350574,100796935,229147509,46018755,144000000,2016-07-11,117.0,Sony Pictures Entertainment (SPE),"Action, Comedy, Fantasy, Sci-Fi",PG-13
/title/tt0104348/?ref_=bo_ge_table_81,781,Glengarry Glen Ross,"$10,725,228",417,"$2,104,402",416,"Oct 2, 1992","New Line Cinema

",10725228,10725228,0,2104402,0,1992-10-02,100.0,New Line Cinema,"Crime, Drama, Mystery",R
/title/tt0120683/?ref_=bo_ge_table_60,860,Gloria,"$4,197,729","1,527","$2,143,089","1,527","Jan 22, 1999","Sony Pictures Entertainment (SPE)

",4197729,4197729,0,2143089,30000000,1999-01-22,108.0,Sony Pictures Entertainment (SPE),"Crime, Drama, Thriller",R
/title/tt0091123/?ref_=bo_ge_table_4,904,GoBots: Battle of the Rock Lords,"$1,338,264","1,045","$531,905","1,045","Mar 21, 1986","Atlantic Releasing Corporation

",1338264,1338264,0,531905,0,1986-03-21,75.0,Atlantic Releasing Corporation,"Action, Adventure, Animation, Family, Sci-Fi",
/title/tt0120685/?ref_=bo_ge_table_48,148,Godzilla,"$136,314,294","3,310","$44,047,541","3,310","May 20, 1998","Sony Pictures Entertainment (SPE)

",136314294,242700000,379014294,44047541,130000000,1998-05-20,139.0,Sony Pictures Entertainment (SPE),"Action, Sci-Fi, Thriller",PG-13
/title/tt2568862/?ref_=bo_ge_table_56,456,Going in Style,"$45,018,541","3,076","$11,932,330","3,061","Apr 7, 2017","Warner Bros.

",45018541,39900000,84918541,11932330,25000000,2017-04-06,96.0,Warner Bros.,"Comedy, Crime",PG-13
/title/tt0187078/?ref_=bo_ge_table_20,220,Gone in 60 Seconds,"$101,648,571","3,089","$25,336,048","3,006","Jun 9, 2000","Walt Disney Studios Motion Pictures

",101648571,135553728,237202299,25336048,90000000,2000-06-09,118.0,Walt Disney Studios Motion Pictures,"Action, Crime, Thriller",PG-13
/title/tt0119215/?ref_=bo_ge_table_25,625,Good Burger,"$23,712,993","1,893","$7,058,333","1,887","Jul 25, 1997","Paramount Pictures

",23712993,23712993,0,7058333,0,1997-07-25,95.0,Paramount Pictures,"Comedy, Family",PG
/title/tt1051904/?ref_=bo_ge_table_80,280,Goosebumps,"$80,080,379","3,618","$23,618,556","3,501","Oct 16, 2015","Sony Pictures Entertainment (SPE)

",80080379,78181045,158261424,23618556,58000000,2015-10-14,103.0,Sony Pictures Entertainment (SPE),"Adventure, Comedy, Fantasy, Horror",PG
/title/tt5664636/?ref_=bo_ge_table_48,448,Goosebumps 2: Haunted Halloween,"$46,700,633","3,723","$15,802,225","3,521","Oct 12, 2018","Sony Pictures Entertainment (SPE)

",46700633,46619747,93320380,15802225,35000000,2018-10-10,90.0,Sony Pictures Entertainment (SPE),"Adventure, Comedy, Fantasy, Horror",PG
/title/tt1133985/?ref_=bo_ge_table_85,185,Green Lantern,"$116,601,172","3,816","$53,174,303","3,816","Jun 17, 2011","Warner Bros.

",116601172,103250000,219851172,53174303,200000000,2011-06-15,114.0,Warner Bros.,"Action, Adventure, Sci-Fi",PG-13
/title/tt2015381/?ref_=bo_ge_table_33,33,Guardians of the Galaxy,"$333,176,600","4,088","$94,320,883","4,080","Aug 1, 2014","Walt Disney Studios Motion Pictures

",333718600,439631547,773350147,94320883,170000000,2014-07-30,121.0,Walt Disney Studios Motion Pictures,"Action, Adventure, Comedy, Sci-Fi",PG-13
/title/tt3896198/?ref_=bo_ge_table_20,20,Guardians of the Galaxy Vol. 2,"$389,813,101","4,347","$146,510,104","4,347","May 5, 2017","Walt Disney Studios Motion Pictures

",389813101,473942950,863756051,146510104,200000000,2017-04-25,136.0,Walt Disney Studios Motion Pictures,"Action, Adventure, Comedy, Sci-Fi",PG-13
/title/tt0113234/?ref_=bo_ge_table_44,944,Gumby: The Movie,"$57,100",21,"$6,144",21,"May 12, 1995","Arrow Releasing

",57100,57100,0,6144,0,1995-05-12,90.0,Arrow Releasing,"Adventure, Animation, Comedy, Family, Fantasy, Music, Sci-Fi, Western",
/title/tt0373883/?ref_=bo_ge_table_77,377,Halloween,"$58,272,029","3,475","$26,362,367","3,472","Aug 31, 2007",-,58272029,22188919,80460948,26362367,0,2007-08-31,109.0,MGM/Weinstein,Horror,R
/title/tt1311067/?ref_=bo_ge_table_45,545,Halloween II,"$33,392,973","3,088","$16,349,565","3,025","Aug 28, 2009",-,33392973,6028494,39421467,16349565,15000000,2009-08-28,105.0,Dimension Films,Horror,R
/title/tt1127884/?ref_=bo_ge_table_46,346,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,"$65,281,781",687,"$31,117,834",683,"Feb 1, 2008","Walt Disney Studios Motion Pictures

",65281781,5361185,70642966,31117834,0,2008-02-01,74.0,Walt Disney Studios Motion Pictures,"Documentary, Music",G
/title/tt1114677/?ref_=bo_ge_table_83,283,Hannah Montana: The Movie,"$79,576,189","3,231","$32,324,487","3,118","Apr 10, 2009","Walt Disney Studios Motion Pictures

",79576189,75969090,155545279,32324487,0,2009-04-08,102.0,Walt Disney Studios Motion Pictures,"Comedy, Drama, Family, Music, Romance",
/title/tt0093145/?ref_=bo_ge_table_48,948,Happy New Year,"$41,232",40,"$30,625",40,"Aug 7, 1987","Columbia Pictures

",41232,41232,0,30625,0,1987-08-07,85.0,Columbia Pictures,"Comedy, Crime, Romance",
/title/tt0116493/?ref_=bo_ge_table_1,601,Harriet the Spy,"$26,570,048","1,876","$6,601,651","1,826","Jul 12, 1996","Paramount Pictures

",26570048,26570048,0,6601651,12000000,1996-07-12,100.0,Paramount Pictures,"Comedy, Drama, Family",PG
/title/tt0295297/?ref_=bo_ge_table_56,56,Harry Potter and the Chamber of Secrets,"$261,988,482","3,682","$88,357,488","3,682","Nov 15, 2002","Warner Bros.

",262641637,617152229,879793867,88357488,100000000,2002-11-14,161.0,Warner Bros.,"Adventure, Family, Fantasy, Mystery",PG
/title/tt0926084/?ref_=bo_ge_table_45,45,Harry Potter and the Deathly Hallows: Part 1,"$295,983,305","4,125","$125,017,372","4,125","Nov 19, 2010","Warner Bros.

",296374621,680695761,977070383,125017372,0,2010-11-17,146.0,Warner Bros.,"Adventure, Family, Fantasy, Mystery",PG-13
/title/tt1201607/?ref_=bo_ge_table_21,21,Harry Potter and the Deathly Hallows: Part 2,"$381,011,219","4,375","$169,189,427","4,375","Jul 15, 2011","Warner Bros.

",381447587,960912354,1342359942,169189427,0,2011-07-13,130.0,Warner Bros.,"Adventure, Fantasy, Mystery",PG-13
/title/tt0330373/?ref_=bo_ge_table_50,50,Harry Potter and the Goblet of Fire,"$290,013,036","3,858","$102,685,961","3,858","Nov 18, 2005","Warner Bros.

",290469928,606260335,896730264,102685961,150000000,2005-11-16,157.0,Warner Bros.,"Adventure, Family, Fantasy, Mystery",PG-13
/title/tt0373889/?ref_=bo_ge_table_47,47,Harry Potter and the Order of the Phoenix,"$292,004,738","4,285","$77,108,414","4,285","Jul 11, 2007","Warner Bros.

",292382727,649818982,942201710,77108414,150000000,2007-07-11,138.0,Warner Bros.,"Action, Adventure, Family, Fantasy, Mystery",PG-13
/title/tt0304141/?ref_=bo_ge_table_64,64,Harry Potter and the Prisoner of Azkaban,"$249,541,069","3,855","$93,687,367","3,855","Jun 4, 2004","Warner Bros.

",250105651,547385621,797491273,93687367,130000000,2004-05-31,142.0,Warner Bros.,"Adventure, Family, Fantasy, Mystery",PG
/title/tt0241527/?ref_=bo_ge_table_39,39,Harry Potter and the Sorcerer's Stone,"$317,575,550","3,672","$90,294,621","3,672","Nov 16, 2001","Warner Bros.

",318886962,698826156,1017713119,90294621,125000000,2001-11-16,152.0,Warner Bros.,"Adventure, Family, Fantasy",PG
/title/tt0104401/?ref_=bo_ge_table_81,881,Heathcliff: The Movie,"$2,610,686",-,-,-,"Jan 17, 1986","Atlantic Releasing Corporation

",2610686,2610686,0,0,0,1986-01-17,73.0,Atlantic Releasing Corporation,"Animation, Comedy, Family",
/title/tt2274648/?ref_=bo_ge_table_41,641,Hellboy,"$21,903,748","3,303","$12,045,147","3,303","Apr 12, 2019","Lionsgate

",21903748,33161541,55065289,12045147,50000000,2019-03-12,,Lionsgate,"Action, Adventure, Fantasy, Horror, Sci-Fi",R
/title/tt0411477/?ref_=bo_ge_table_1,301,Hellboy II: The Golden Army,"$75,986,503","3,212","$34,539,115","3,204","Jul 11, 2008","Universal Pictures

",75986503,92332740,168319243,34539115,85000000,2008-07-10,,Universal Pictures,"Action, Adventure, Fantasy, Sci-Fi",PG-13
/title/tt0400497/?ref_=bo_ge_table_41,341,Herbie Fully Loaded,"$66,023,816","3,521","$12,709,221","3,521","Jun 22, 2005","Walt Disney Studios Motion Pictures

",66023816,78123000,144146816,12709221,50000000,2005-06-22,101.0,Walt Disney Studios Motion Pictures,"Adventure, Comedy, Family, Fantasy, Romance, Sport",
/title/tt1267297/?ref_=bo_ge_table_15,315,Hercules,"$72,688,614","3,595","$29,800,263","3,595","Jul 25, 2014","Paramount Pictures

",72688614,172131248,244819862,29800263,100000000,2014-07-23,98.0,Paramount Pictures,"Action, Adventure, Fantasy",PG-13
/title/tt0314166/?ref_=bo_ge_table_49,749,Hey Arnold! The Movie,"$13,728,902","2,534","$5,706,332","2,527","Jun 28, 2002","Paramount Pictures

",13728902,1520406,15249308,5706332,3000000,2002-06-28,76.0,Paramount Pictures,"Adventure, Animation, Comedy, Family",PG
/title/tt0465494/?ref_=bo_ge_table_100,500,Hitman,"$39,687,694","2,468","$13,180,769","2,458","Nov 21, 2007","Twentieth Century Fox

",39687694,61588624,101276318,13180769,0,2007-11-21,100.0,Twentieth Century Fox,"Action, Crime, Thriller",R
/title/tt2679042/?ref_=bo_ge_table_38,638,Hitman: Agent 47,"$22,467,450","3,273","$8,326,530","3,261","Aug 21, 2015","Twentieth Century Fox

",22467450,59880206,82347656,8326530,35000000,2015-08-19,96.0,Twentieth Century Fox,"Action, Crime, Thriller",R
/title/tt0311289/?ref_=bo_ge_table_32,332,Holes,"$67,406,573","2,452","$16,300,155","2,331","Apr 18, 2003","Walt Disney Studios Motion Pictures

",67406573,4000000,71406573,16300155,20000000,2003-04-18,117.0,Walt Disney Studios Motion Pictures,"Adventure, Comedy, Drama, Family, Mystery",PG
/title/tt0116552/?ref_=bo_ge_table_48,548,Homeward Bound II: Lost in San Francisco,"$32,772,492","2,129","$8,605,649","2,119","Mar 8, 1996","Walt Disney Studios Motion Pictures

",32772492,32772492,0,8605649,0,1996-03-08,88.0,Walt Disney Studios Motion Pictures,"Adventure, Comedy, Family, Romance",
/title/tt0107131/?ref_=bo_ge_table_80,480,Homeward Bound: The Incredible Journey,"$41,833,324","1,798","$60,672",2,"Feb 5, 1993","Walt Disney Studios Motion Pictures

",41833324,41833324,0,60672,0,1993-02-05,84.0,Walt Disney Studios Motion Pictures,"Adventure, Comedy, Drama, Family",
/title/tt0453494/?ref_=bo_ge_table_16,816,Hoot,"$8,117,637","3,018","$3,400,000","3,018","May 5, 2006","New Line Cinema

",8117637,107361,8224998,3400000,15000000,2006-05-05,95.0,New Line Cinema,"Adventure, Comedy, Family",PG
/title/tt0451079/?ref_=bo_ge_table_30,130,Horton Hears a Who!,"$154,529,439","3,961","$45,012,998","3,954","Mar 14, 2008","Twentieth Century Fox

",154529439,144043360,298572799,45012998,85000000,2008-03-12,86.0,Twentieth Century Fox,"Adventure, Animation, Comedy, Family, Fantasy, Music, Musical",
/title/tt0785006/?ref_=bo_ge_table_13,313,Hotel for Dogs,"$73,034,460","3,271","$17,012,212","3,271","Jan 16, 2009","DreamWorks

",73034460,44218118,117252578,17012212,0,2009-01-15,100.0,DreamWorks,"Comedy, Family",PG
/title/tt0397065/?ref_=bo_ge_table_54,554,House of Wax,"$32,064,800","3,111","$12,077,236","3,111","May 6, 2005","Warner Bros.

",32064800,36701321,68766121,12077236,40000000,2005-05-05,113.0,Warner Bros.,"Horror, Thriller",R
/title/tt0317676/?ref_=bo_ge_table_86,786,House of the Dead,"$10,249,719","1,540","$5,500,000","1,520","Oct 10, 2003","Artisan Entertainment

",10249719,3568462,13818181,5500000,12000000,2003-10-10,90.0,Artisan Entertainment,"Action, Adventure, Horror",R
/title/tt0185371/?ref_=bo_ge_table_88,488,House on Haunted Hill,"$40,846,082","2,710","$15,946,032","2,710","Oct 29, 1999","Warner Bros.

",40846082,1747373,42593455,15946032,37000000,1999-10-29,93.0,Warner Bros.,"Crime, Fantasy, Horror, Mystery, Thriller",R
/title/tt0170016/?ref_=bo_ge_table_57,57,How the Grinch Stole Christmas,"$260,044,825","3,256","$55,082,330","3,127","Nov 17, 2000","Universal Pictures

",260715005,85108027,345823032,55082330,123000000,2000-11-17,104.0,Universal Pictures,"Comedy, Family, Fantasy",PG
/title/tt0462346/?ref_=bo_ge_table_54,754,How to Eat Fried Worms,"$13,040,527","1,870","$3,950,000","1,870","Aug 25, 2006","New Line Cinema

",13040527,58469,13098996,3950000,0,2006-08-25,80.0,New Line Cinema,"Comedy, Family",PG
/title/tt0892769/?ref_=bo_ge_table_80,80,How to Train Your Dragon,"$217,581,231","4,060","$43,732,319","4,055","Mar 26, 2010","DreamWorks

",217581231,277298240,494879471,43732319,165000000,2010-03-18,98.0,DreamWorks,"Action, Adventure, Animation, Comedy, Family, Fantasy",PG
/title/tt1646971/?ref_=bo_ge_table_14,114,How to Train Your Dragon 2,"$177,002,924","4,268","$49,451,322","4,253","Jun 13, 2014","Twentieth Century Fox

",177002924,444534595,621537519,49451322,145000000,2014-06-05,102.0,Twentieth Century Fox,"Action, Adventure, Animation, Comedy, Family, Fantasy",PG
/title/tt0091225/?ref_=bo_ge_table_23,723,Howard the Duck,"$16,295,774","1,563","$5,070,136","1,554","Aug 1, 1986","Universal Pictures

",16295774,21667000,37962774,5070136,37000000,1986-08-01,110.0,Universal Pictures,"Action, Adventure, Comedy, Romance, Sci-Fi",
/title/tt0970179/?ref_=bo_ge_table_11,311,Hugo,"$73,864,507","2,608","$11,364,505","1,277","Nov 23, 2011","Paramount Pictures

",73864507,111905803,185770310,11364505,0,2011-11-23,126.0,Paramount Pictures,"Adventure, Drama, Family, Fantasy, Mystery",PG
/title/tt0286716/?ref_=bo_ge_table_58,158,Hulk,"$132,177,234","3,674","$62,128,420","3,660","Jun 20, 2003","Universal Pictures

",132177234,113107931,245285165,62128420,137000000,2003-06-19,138.0,Universal Pictures,"Action, Sci-Fi",PG-13
/title/tt9185066/?ref_=bo_ge_table_59,959,Human Capital,"$6,596",12,"$4,331",12,"Jul 17, 2020","Vertical Entertainment

",6596,6596,0,4331,0,2020-07-17,98.0,Vertical Entertainment,Drama,
/title/tt0119336/?ref_=bo_ge_table_95,895,Hurlyburly,"$1,798,862",84,"$164,826",16,"Dec 25, 1998","Fine Line Features

",1798862,9142,1808004,164826,15000000,1998-12-25,122.0,Fine Line Features,"Comedy, Drama",R
/title/tt0480249/?ref_=bo_ge_table_60,60,I Am Legend,"$256,393,010","3,648","$77,211,321","3,606","Dec 14, 2007","Warner Bros.

",256393010,329017042,585410052,77211321,150000000,2007-12-12,101.0,Warner Bros.,"Action, Drama, Sci-Fi, Thriller",PG-13
/title/tt1464540/?ref_=bo_ge_table_92,392,I Am Number Four,"$55,100,437","3,156","$19,449,893","3,154","Feb 18, 2011","Walt Disney Studios Motion Pictures

",55100437,94778000,149878437,19449893,60000000,2011-02-17,111.0,Walt Disney Studios Motion Pictures,"Action, Adventure, Sci-Fi, Thriller",PG-13
/title/tt1242432/?ref_=bo_ge_table_41,941,I Spit on Your Grave,"$93,051",12,"$32,440",12,"Oct 8, 2010","Anchor Bay Films

",93051,1185599,1278650,32440,2000000,2010-10-08,108.0,Anchor Bay Films,"Horror, Thriller",R
/title/tt2537176/?ref_=bo_ge_table_63,963,I Spit on Your Grave 2,$809,1,$441,1,"Sep 20, 2013","Anchor Bay Films

",809,677795,678604,441,0,2013-09-05,106.0,Anchor Bay Films,"Horror, Thriller",R
/title/tt0297181/?ref_=bo_ge_table_42,542,I Spy,"$33,561,137","3,182","$12,752,803","3,182","Nov 1, 2002","Sony Pictures Entertainment (SPE)

",33561137,17825340,51386477,12752803,70000000,2002-11-01,97.0,Sony Pictures Entertainment (SPE),"Action, Adventure, Comedy, Thriller",PG-13
/title/tt1418377/?ref_=bo_ge_table_90,690,"I, Frankenstein","$19,075,290","2,753","$8,610,441","2,753","Jan 24, 2014","Lionsgate

",19075290,57725889,76801179,8610441,65000000,2014-01-22,92.0,Lionsgate,"Action, Fantasy, Sci-Fi",PG-13
/title/tt0343818/?ref_=bo_ge_table_37,137,"I, Robot","$144,801,023","3,494","$52,179,887","3,420","Jul 16, 2004","Twentieth Century Fox

",144801023,208332875,353133898,52179887,120000000,2004-07-15,115.0,Twentieth Century Fox,"Action, Mystery, Sci-Fi, Thriller",PG-13
/title/tt1355630/?ref_=bo_ge_table_25,425,If I Stay,"$50,474,843","3,157","$15,679,190","2,907","Aug 22, 2014","Warner Bros.

",50474843,27800000,78274843,15679190,11000000,2014-08-21,107.0,Warner Bros.,"Drama, Fantasy, Music, Romance, Sci-Fi",PG-13
/title/tt0460780/?ref_=bo_ge_table_55,855,In the Name of the King: A Dungeon Siege Tale,"$4,775,656","1,632","$3,265,000","1,632","Jan 11, 2008","Freestyle Releasing

",4775656,8322259,13097915,3265000,0,2007-11-29,127.0,Freestyle Releasing,"Action, Adventure, Fantasy, Thriller, War",PG-13
/title/tt4154858/?ref_=bo_ge_table_100,900,Inhumans,"$1,521,787",393,"$1,135,440",393,"Sep 1, 2017","IMAX

",1521787,1330495,2852282,1135440,0,2017-08-31,,IMAX,"Action, Adventure, Sci-Fi",
/title/tt0494238/?ref_=bo_ge_table_12,712,Inkheart,"$17,303,424","2,655","$7,601,379","2,655","Jan 23, 2009","Warner Bros.

",17303424,45499756,62803180,7601379,60000000,2008-12-11,106.0,Warner Bros.,"Adventure, Family, Fantasy",PG
/title/tt0278504/?ref_=bo_ge_table_33,333,Insomnia,"$67,355,513","2,610","$20,930,169","2,610","May 24, 2002","Warner Bros.

",67355513,46403257,113758770,20930169,46000000,2002-05-24,118.0,Warner Bros.,"Drama, Mystery, Thriller",R
/title/tt0141369/?ref_=bo_ge_table_36,236,Inspector Gadget,"$97,403,112","2,877","$21,889,138","2,814","Jul 23, 1999","Walt Disney Studios Motion Pictures

",97403112,37000000,134403112,21889138,90000000,1999-07-23,78.0,Walt Disney Studios Motion Pictures,"Action, Adventure, Comedy, Crime, Family, Sci-Fi",PG
/title/tt0110146/?ref_=bo_ge_table_50,650,Intersection,"$21,355,893","1,300","$7,818,502","1,300","Jan 21, 1994","Paramount Pictures

",21355893,21355893,0,7818502,0,1994-01-21,98.0,Paramount Pictures,"Drama, Romance",R
/title/tt0091276/?ref_=bo_ge_table_53,853,Invaders from Mars,"$4,884,663","1,212","$2,046,576","1,212","Jun 6, 1986","Cannon Film Distributors

",4884663,4884663,0,2046576,0,1986-06-06,100.0,Cannon Film Distributors,"Horror, Sci-Fi",
/title/tt0077745/?ref_=bo_ge_table_17,617,Invasion of the Body Snatchers,"$24,946,533",445,"$1,298,129",445,"Dec 22, 1978","United Artists

",24946533,24946533,0,1298129,0,1978-12-22,115.0,United Artists,"Horror, Sci-Fi",
/title/tt0371746/?ref_=bo_ge_table_37,37,Iron Man,"$318,604,126","4,154","$98,618,668","4,105","May 2, 2008","Paramount Pictures

",319034126,266762121,585796247,98618668,140000000,2008-04-30,126.0,Paramount Pictures,"Action, Adventure, Sci-Fi",PG-13
/title/tt1228705/?ref_=bo_ge_table_41,41,Iron Man 2,"$312,433,331","4,390","$128,122,480","4,380","May 7, 2010","Paramount Pictures

",312433331,311500000,623933331,128122480,200000000,2010-04-28,124.0,Paramount Pictures,"Action, Adventure, Sci-Fi",PG-13
/title/tt1300854/?ref_=bo_ge_table_14,14,Iron Man 3,"$409,013,994","4,253","$174,144,585","4,253","May 3, 2013","Walt Disney Studios Motion Pictures

",409013994,805797258,1214811252,174144585,200000000,2013-04-24,130.0,Walt Disney Studios Motion Pictures,"Action, Adventure, Sci-Fi",PG-13
/title/tt0804497/?ref_=bo_ge_table_32,832,It's Kind of a Funny Story,"$6,363,628",757,"$2,013,406",742,"Oct 8, 2010","Focus Features

",6363628,127612,6491240,2013406,8000000,2010-10-08,101.0,Focus Features,"Comedy, Drama, Romance",PG-13
/title/tt0322802/?ref_=bo_ge_table_51,351,Jackass: The Movie,"$64,255,312","2,532","$22,763,437","2,509","Oct 25, 2002","Paramount Pictures

",64255312,15238519,79493831,22763437,5000000,2002-10-25,85.0,Paramount Pictures,"Action, Comedy, Documentary",R
/title/tt0116683/?ref_=bo_ge_table_82,582,James and the Giant Peach,"$28,946,127","2,268","$7,539,098","2,262","Apr 12, 1996","Walt Disney Studios Motion Pictures

",28946127,28946127,0,7539098,0,1996-04-12,79.0,Walt Disney Studios Motion Pictures,"Adventure, Animation, Family, Fantasy, Musical",PG
/title/tt0113464/?ref_=bo_ge_table_72,872,Jeffrey,"$3,487,767",63,"$185,909",10,"Aug 4, 1995","Orion Classics

",3487767,3487767,0,185909,0,1995-08-04,92.0,Orion Classics,"Comedy, Drama",R
/title/tt0099878/?ref_=bo_ge_table_66,666,Jetsons: The Movie,"$20,305,841","1,566","$5,029,640","1,562","Jul 6, 1990","Universal Pictures

",20305841,20305841,0,5029640,0,1990-07-06,82.0,Universal Pictures,"Animation, Comedy, Family, Musical, Sci-Fi",
/title/tt0401729/?ref_=bo_ge_table_12,312,John Carter,"$73,078,100","3,749","$30,180,188","3,749","Mar 9, 2012","Walt Disney Studios Motion Pictures

",73078100,211061000,284139100,30180188,250000000,2012-03-07,132.0,Walt Disney Studios Motion Pictures,"Action, Adventure, Sci-Fi",PG-13
/title/tt7286456/?ref_=bo_ge_table_29,29,Joker,"$335,451,311","4,374","$96,202,337","4,374","Oct 4, 2019","Warner Bros.

",335477657,738968073,1074445730,96202337,55000000,2019-10-02,122.0,Warner Bros.,"Crime, Drama, Thriller",R
/title/tt1075747/?ref_=bo_ge_table_83,783,Jonah Hex,"$10,547,117","2,825","$5,379,365","2,825","Jun 18, 2010","Warner Bros.

",10547117,356195,10903312,5379365,47000000,2010-06-18,81.0,Warner Bros.,"Action, Drama, Fantasy, Thriller, Western",PG-13
