link_stub,rank,movie_title,lifetime_gross,max_theaters,opening_weekend,opening_theathers,release_date_x,distributor_x,domestic_total_gross,international_total_gross,worldwide_total_gross,domestic_opening,budget,release_date_y,runtime,distributor_y,genres,rating
/title/tt0115433/?ref_=bo_ge_table_49,149,101 Dalmatians,"$136,189,294","2,901","$33,504,025","2,794","Nov 27, 1996","Walt Disney Studios Motion Pictures

",136189294,184500000,320689294,33504025,0,1996-11-27,103.0,Walt Disney Studios Motion Pictures,"Adventure, Comedy, Crime, Family",
/title/tt0211181/?ref_=bo_ge_table_35,335,102 Dalmatians,"$66,957,026","2,704","$19,883,351","2,704","Nov 22, 2000","Walt Disney Studios Motion Pictures

",66957026,116654745,183611771,19883351,85000000,2000-11-22,100.0,Walt Disney Studios Motion Pictures,"Adventure, Comedy, Family",
/title/tt0114746/?ref_=bo_ge_table_85,385,12 Monkeys,"$57,141,459","1,629","$184,776",3,"Dec 29, 1995","Universal Pictures

",57141459,111698000,168839459,184776,0,1995-12-29,129.0,Universal Pictures,"Mystery, Sci-Fi, Thriller",R
/title/tt2059171/?ref_=bo_ge_table_56,956,13 Sins,"$13,809",45,"$9,261",45,"Apr 18, 2014","RADiUS-TWC

",13809,813104,826913,9261,0,2014-04-11,93.0,RADiUS-TWC,"Horror, Thriller",R
/title/tt0087803/?ref_=bo_ge_table_8,808,1984,"$8,430,492",295,"$29,897",1,"Dec 14, 1984","The Samuel Goldwyn Company

",8430492,8430492,0,29897,0,1984-12-14,113.0,The Samuel Goldwyn Company,"Drama, Sci-Fi",
/title/tt1272878/?ref_=bo_ge_table_4,304,2 Guns,"$75,612,460","3,028","$27,059,130","3,025","Aug 2, 2013","Universal Pictures

",75612460,56327951,131940411,27059130,61000000,2013-08-01,109.0,Universal Pictures,"Action, Comedy, Crime, Thriller",R
/title/tt0086837/?ref_=bo_ge_table_95,495,2010: The Year We Make Contact,"$40,400,657","1,213","$7,393,361","1,126","Dec 7, 1984","Metro-Goldwyn-Mayer (MGM)

",40400657,40400657,0,7393361,0,1984-12-07,116.0,Metro-Goldwyn-Mayer (MGM),"Adventure, Mystery, Sci-Fi, Thriller",
/title/tt1232829/?ref_=bo_ge_table_46,146,21 Jump Street,"$138,447,667","3,148","$36,302,612","3,121","Mar 16, 2012","Sony Pictures Entertainment (SPE)

",138447667,63137661,201585328,36302612,42000000,2012-03-15,109.0,Sony Pictures Entertainment (SPE),"Action, Comedy, Crime",R
/title/tt2294449/?ref_=bo_ge_table_99,99,22 Jump Street,"$191,719,337","3,426","$57,071,445","3,306","Jun 13, 2014","Sony Pictures Entertainment (SPE)

",191719337,139614539,331333876,57071445,50000000,2014-06-05,112.0,Sony Pictures Entertainment (SPE),"Action, Comedy, Crime",R
/title/tt0389722/?ref_=bo_ge_table_1,501,30 Days of Night,"$39,569,000","2,859","$15,951,902","2,855","Oct 19, 2007","Sony Pictures Entertainment (SPE)

",39569000,35944170,75513170,15951902,30000000,2007-10-19,113.0,Sony Pictures Entertainment (SPE),"Action, Horror, Thriller",R
/title/tt0416449/?ref_=bo_ge_table_88,88,300,"$210,614,939","3,280","$70,885,301","3,103","Mar 9, 2007","Warner Bros.

",210629101,245453242,456082343,70885301,65000000,2007-03-07,117.0,Warner Bros.,"Action, Drama",R
/title/tt1253863/?ref_=bo_ge_table_7,207,300: Rise of an Empire,"$106,580,051","3,490","$45,038,460","3,470","Mar 7, 2014","Warner Bros.

",106580051,231000000,337580051,45038460,110000000,2014-03-05,102.0,Warner Bros.,"Action, Drama",R
/title/tt0099327/?ref_=bo_ge_table_2,902,A Cry in the Wild,"$1,494,969",-,-,-,"Jun 1, 1990","Concorde Pictures

",1494969,1494969,0,0,0,1990-06-01,82.0,Concorde Pictures,"Action, Adventure, Thriller",
/title/tt0160216/?ref_=bo_ge_table_91,891,A Dog of Flanders,"$2,165,637","1,267","$807,873","1,267","Aug 27, 1999","Warner Bros.

",2165637,2165637,0,807873,0,1999-08-27,100.0,Warner Bros.,"Drama, Family",PG
/title/tt1753383/?ref_=bo_ge_table_50,350,A Dog's Purpose,"$64,508,620","3,178","$18,222,810","3,059","Jan 27, 2017","Universal Pictures

",64508620,140527199,205035819,18222810,22000000,2017-01-19,100.0,Universal Pictures,"Adventure, Comedy, Drama, Family, Fantasy",PG
/title/tt0104257/?ref_=bo_ge_table_42,142,A Few Good Men,"$141,340,178","2,201","$15,517,468","1,925","Dec 11, 1992","Columbia Pictures

",141340178,101900000,243240178,15517468,41000000,1992-12-11,138.0,Columbia Pictures,"Drama, Thriller",R
/title/tt0113198/?ref_=bo_ge_table_29,529,A Goofy Movie,"$35,348,597","2,176","$6,129,557","2,159","Apr 7, 1995","Walt Disney Studios Motion Pictures

",35348597,35348597,0,6129557,0,1995-04-07,78.0,Walt Disney Studios Motion Pictures,"Adventure, Animation, Comedy, Family, Musical, Romance",
/title/tt0399146/?ref_=bo_ge_table_60,560,A History of Violence,"$31,504,633","1,348","$364,000",14,"Sep 23, 2005","New Line Cinema

",31504633,29880432,61385065,364000,32000000,2005-09-23,96.0,New Line Cinema,"Action, Crime, Drama, Thriller",R
/title/tt0113670/?ref_=bo_ge_table_87,787,A Little Princess,"$10,015,449","1,342","$28,612",3,"May 12, 1995","Warner Bros.

",10015449,10015449,0,28612,0,1995-05-12,97.0,Warner Bros.,"Drama, Family, Fantasy",
/title/tt3416532/?ref_=bo_ge_table_68,868,A Monster Calls,"$3,740,823","1,523","$30,909",4,"Dec 23, 2016","Focus Features

",3740823,43568490,47309313,30909,0,2016-10-07,108.0,Focus Features,"Adventure, Drama, Family, Fantasy, Thriller",PG-13
/title/tt1179056/?ref_=bo_ge_table_57,357,A Nightmare on Elm Street,"$63,075,011","3,332","$32,902,299","3,332","Apr 30, 2010","Warner Bros.

",63075011,52620171,115695182,32902299,35000000,2010-04-30,95.0,Warner Bros.,"Crime, Drama, Horror, Mystery",R
/title/tt0405296/?ref_=bo_ge_table_45,845,A Scanner Darkly,"$5,501,616",263,"$391,672",17,"Jul 7, 2006","Warner Independent Pictures (WIP)

",5501616,2158302,7659918,391672,0,2006-07-07,100.0,Warner Independent Pictures (WIP),"Animation, Crime, Drama, Mystery, Sci-Fi, Thriller",R
/title/tt0339291/?ref_=bo_ge_table_82,182,A Series of Unfortunate Events,"$118,634,549","3,623","$30,061,756","3,620","Dec 17, 2004","Paramount Pictures

",118634549,92833686,211468235,30061756,140000000,2004-12-16,108.0,Paramount Pictures,"Adventure, Comedy, Family, Fantasy",PG
/title/tt0118073/?ref_=bo_ge_table_48,648,A Very Brady Sequel,"$21,440,752","2,147","$7,052,045","2,147","Aug 23, 1996","Paramount Pictures

",21440752,21440752,0,7052045,12000000,1996-08-23,90.0,Paramount Pictures,Comedy,PG-13
/title/tt1826590/?ref_=bo_ge_table_36,436,About Last Night,"$48,637,684","2,253","$25,649,011","2,253","Feb 14, 2014","Screen Gems

",48637684,1808176,50445860,25649011,12500000,2014-02-14,100.0,Screen Gems,"Comedy, Romance",R
/title/tt2112096/?ref_=bo_ge_table_56,856,Absolutely Fabulous: The Movie,"$4,772,155",355,"$1,861,118",313,"Jul 22, 2016","Fox Searchlight Pictures

",4772155,34446954,39219109,1861118,0,2016-07-01,91.0,Fox Searchlight Pictures,"Comedy, Crime",R
/title/tt0106220/?ref_=bo_ge_table_35,435,Addams Family Values,"$48,919,043","2,577","$14,117,545","2,577","Nov 19, 1993","Paramount Pictures

",48919043,48919043,0,14117545,0,1993-11-19,94.0,Paramount Pictures,"Comedy, Fantasy",PG-13
/title/tt4126476/?ref_=bo_ge_table_66,766,After,"$12,138,565","2,138","$6,002,349","2,138","Apr 12, 2019","Aviron Pictures

",12138565,57379667,69518232,6002349,14000000,2019-03-12,105.0,Aviron Pictures,"Drama, Romance",PG-13
/title/tt7985692/?ref_=bo_ge_table_99,899,After the Wedding,"$1,574,258",428,"$50,264",5,"Aug 9, 2019","Sony Pictures Classics

",1574258,1215761,2790019,50264,0,2019-08-09,112.0,Sony Pictures Classics,Drama,PG-13
/title/tt0086859/?ref_=bo_ge_table_44,644,Against All Odds,"$21,689,062",979,"$3,766,128",976,"Mar 2, 1984","Columbia Pictures

",21689062,21689062,0,3766128,0,1984-03-02,128.0,Columbia Pictures,"Action, Adventure, Crime, Drama, Romance, Thriller",
/title/tt1698641/?ref_=bo_ge_table_36,336,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","$66,954,149","3,117","$18,360,230","3,088","Oct 10, 2014","Walt Disney Studios Motion Pictures

",66954149,33700000,100654149,18360230,28000000,2014-10-09,81.0,Walt Disney Studios Motion Pictures,"Comedy, Drama, Family, Fantasy",PG
/title/tt0375173/?ref_=bo_ge_table_52,752,Alfie,"$13,399,812","2,215","$6,218,335","2,215","Nov 5, 2004","Paramount Pictures

",13399812,21661070,35060882,6218335,60000000,2004-10-22,103.0,Paramount Pictures,"Comedy, Drama, Romance",R
/title/tt1014759/?ref_=bo_ge_table_32,32,Alice in Wonderland,"$334,191,110","3,739","$116,101,023","3,728","Mar 5, 2010","Walt Disney Studios Motion Pictures

",334191110,691277106,1025468216,116101023,200000000,2010-03-03,108.0,Walt Disney Studios Motion Pictures,"Adventure, Family, Fantasy, Mystery",PG
/title/tt0437086/?ref_=bo_ge_table_55,255,Alita: Battle Angel,"$85,838,210","3,802","$28,525,613","3,790","Feb 14, 2019","Twentieth Century Fox

",85838210,319142333,404980543,28525613,170000000,2019-02-05,122.0,Twentieth Century Fox,"Action, Adventure, Sci-Fi, Thriller",PG-13
/title/tt3410834/?ref_=bo_ge_table_40,340,Allegiant,"$66,184,051","3,740","$29,027,348","3,740","Mar 18, 2016","Lionsgate

",66184051,113062817,179246868,29027348,0,2016-03-09,,Lionsgate,"Action, Adventure, Mystery, Sci-Fi, Thriller",PG-13
/title/tt0369226/?ref_=bo_ge_table_48,848,Alone in the Dark,"$5,178,569","2,124","$2,834,421","2,124","Jan 28, 2005","Lionsgate

",5178569,7515076,12693645,2834421,20000000,2005-01-28,99.0,Lionsgate,"Action, Horror, Sci-Fi",R
/title/tt0080360/?ref_=bo_ge_table_79,679,Altered States,"$19,853,892",3,"$174,650",3,"Dec 25, 1980","Warner Bros.

",19853892,19853892,0,174650,0,1980-12-25,102.0,Warner Bros.,"Horror, Sci-Fi, Thriller",
/title/tt0952640/?ref_=bo_ge_table_82,82,Alvin and the Chipmunks,"$217,326,974","3,499","$44,307,417","3,475","Dec 14, 2007","Twentieth Century Fox

",217326974,148025572,365352546,44307417,60000000,2007-12-12,92.0,Twentieth Century Fox,"Adventure, Animation, Comedy, Drama, Family, Fantasy, Music, Musical",PG
/title/tt1615918/?ref_=bo_ge_table_55,155,Alvin and the Chipmunks: Chipwrecked,"$133,110,742","3,734","$23,244,744","3,723","Dec 16, 2011","Twentieth Century Fox

",133110742,209584693,342695435,23244744,75000000,2011-12-14,87.0,Twentieth Century Fox,"Adventure, Animation, Comedy, Family, Fantasy, Music, Musical",G
/title/tt2974918/?ref_=bo_ge_table_54,254,Alvin and the Chipmunks: The Road Chip,"$85,886,987","3,705","$14,287,159","3,653","Dec 18, 2015","Twentieth Century Fox

",85886987,148911649,234798636,14287159,0,2015-12-18,92.0,Twentieth Century Fox,"Adventure, Animation, Comedy, Family, Fantasy, Music, Musical",PG
/title/tt1231580/?ref_=bo_ge_table_78,78,Alvin and the Chipmunks: The Squeakquel,"$219,614,612","3,747","$48,875,415","3,700","Dec 23, 2009","Twentieth Century Fox

",219614612,223525393,443140005,48875415,75000000,2009-12-21,88.0,Twentieth Century Fox,"Adventure, Animation, Comedy, Drama, Family, Fantasy, Music, Musical",PG
/title/tt0096794/?ref_=bo_ge_table_64,464,Always,"$43,858,790","1,206","$3,713,480","1,016","Dec 22, 1989","Universal Pictures

",43858790,30276000,74134790,3713480,0,1989-12-22,122.0,Universal Pictures,"Drama, Fantasy, Romance",
/title/tt0115530/?ref_=bo_ge_table_24,924,American Buffalo,"$665,450",73,"$164,109",29,"Sep 13, 1996","The Samuel Goldwyn Company

",665450,665450,0,164109,0,1996-09-13,88.0,The Samuel Goldwyn Company,Drama,R
/title/tt0305206/?ref_=bo_ge_table_36,836,American Splendor,"$6,010,990",272,"$159,705",6,"Aug 15, 2003","Fine Line Features

",6010990,1975094,7986084,159705,0,2003-08-07,101.0,Fine Line Features,"Biography, Comedy, Drama",R
/title/tt1935897/?ref_=bo_ge_table_64,964,Amityville: The Awakening,$742,10,$742,10,"Oct 28, 2017",-,742,8481255,8481997,742,0,2017-07-20,87.0,Dimension Films,"Horror, Thriller",PG-13
/title/tt0122541/?ref_=bo_ge_table_95,695,An Ideal Husband,"$18,542,974",772,"$192,802",10,"Jun 18, 1999","Miramax

",18542974,18542974,0,192802,0,1999-06-18,97.0,Miramax,"Comedy, Romance",PG-13
/title/tt0118617/?ref_=bo_ge_table_75,375,Anastasia,"$58,406,347","2,511","$120,541",1,"Nov 14, 1997","Twentieth Century Fox

",58406347,81398001,139804348,120541,0,1997-11-14,94.0,Twentieth Century Fox,"Adventure, Animation, Drama, Family, Fantasy, Musical, Mystery, Romance",
/title/tt0092559/?ref_=bo_ge_table_23,923,And God Created Woman,"$717,376",385,"$393,647",385,"Mar 4, 1988","Vestron Pictures

",717376,717376,0,393647,0,1988-03-04,98.0,Vestron Pictures,"Comedy, Drama, Romance",
/title/tt0109127/?ref_=bo_ge_table_28,428,Angels in the Outfield,"$50,236,831","1,921","$8,916,463","1,894","Jul 15, 1994","Walt Disney Studios Motion Pictures

",50236831,50236831,0,8916463,0,1994-07-15,102.0,Walt Disney Studios Motion Pictures,"Comedy, Family, Fantasy, Sport",PG
/title/tt0083564/?ref_=bo_ge_table_86,386,Annie,"$57,059,003","1,102","$510,632",14,"May 21, 1982","Columbia Pictures

",57059003,4858,57063861,510632,0,1982-05-21,126.0,Columbia Pictures,"Comedy, Drama, Family, Musical",
/title/tt2798920/?ref_=bo_ge_table_50,550,Annihilation,"$32,732,301","2,112","$11,071,584","2,012","Feb 23, 2018","Paramount Pictures

",32732301,10338614,43070915,11071584,40000000,2018-02-23,115.0,Paramount Pictures,"Adventure, Drama, Horror, Mystery, Sci-Fi, Thriller",R
/title/tt0455326/?ref_=bo_ge_table_44,844,Aqua Teen Hunger Force Colon Movie Film for Theaters,"$5,520,368",877,"$3,088,000",877,"Apr 13, 2007","First Look International

",5520368,5520368,0,3088000,750000,2007-04-13,86.0,First Look International,"Action, Adventure, Animation, Comedy, Fantasy, Sci-Fi",R
/title/tt1477834/?ref_=bo_ge_table_30,30,Aquaman,"$335,061,807","4,184","$67,873,522","4,125","Dec 21, 2018","Warner Bros.

",335104314,813424079,1148528393,67873522,0,2018-12-07,143.0,Warner Bros.,"Action, Adventure, Fantasy, Sci-Fi",PG-13
/title/tt0422774/?ref_=bo_ge_table_31,431,Are We Done Yet?,"$49,662,533","2,944","$14,262,724","2,877","Apr 4, 2007","Revolution Studios

",49662533,8725535,58388068,14262724,0,2007-04-04,92.0,Revolution Studios,"Comedy, Family, Fantasy",PG
/title/tt0327437/?ref_=bo_ge_table_22,622,Around the World in 80 Days,"$24,008,137","2,801","$7,576,132","2,801","Jun 16, 2004","Walt Disney Studios Motion Pictures

",24008137,48170758,72178895,7576132,110000000,2004-06-16,,Walt Disney Studios Motion Pictures,"Action, Adventure, Comedy, Family, Western",PG
/title/tt2543164/?ref_=bo_ge_table_28,228,Arrival,"$100,546,139","3,115","$24,074,047","2,317","Nov 11, 2016","Paramount Pictures

",100546139,102842047,203388186,24074047,47000000,2016-11-10,116.0,Paramount Pictures,"Drama, Sci-Fi",PG-13
/title/tt1334512/?ref_=bo_ge_table_46,546,Arthur,"$33,035,397","3,276","$12,222,756","3,276","Apr 8, 2011","Warner Bros.

",33035397,15112548,48147945,12222756,40000000,2011-04-08,110.0,Warner Bros.,"Comedy, Romance",PG-13
/title/tt2094766/?ref_=bo_ge_table_97,397,Assassin's Creed,"$54,647,948","2,996","$10,278,225","2,970","Dec 21, 2016","Twentieth Century Fox

",54647948,186049908,240697856,10278225,125000000,2016-12-21,115.0,Twentieth Century Fox,"Action, Adventure, Sci-Fi",PG-13
/title/tt0398712/?ref_=bo_ge_table_72,672,Assault on Precinct 13,"$20,040,895","2,297","$7,000,000","2,297","Jan 19, 2005","Rogue Pictures

",20040895,15253575,35294470,7000000,30000000,2005-01-19,109.0,Rogue Pictures,"Action, Crime, Drama, Thriller",R
/title/tt2406566/?ref_=bo_ge_table_14,414,Atomic Blonde,"$51,687,870","3,326","$18,286,420","3,304","Jul 28, 2017","Focus Features

",51687870,48326155,100014025,18286420,30000000,2017-07-26,115.0,Focus Features,"Action, Thriller",R
/title/tt2395427/?ref_=bo_ge_table_9,9,Avengers: Age of Ultron,"$459,005,868","4,276","$191,271,109","4,276","May 1, 2015","Walt Disney Studios Motion Pictures

",459005868,943803672,1402809540,191271109,250000000,2015-04-22,141.0,Walt Disney Studios Motion Pictures,"Action, Adventure, Sci-Fi",PG-13
/title/tt0408524/?ref_=bo_ge_table_47,547,Bad News Bears,"$32,868,349","3,183","$11,382,472","3,183","Jul 22, 2005","Paramount Pictures

",32868349,1384498,34252847,11382472,35000000,2005-07-22,113.0,Paramount Pictures,"Comedy, Sport",PG-13
/title/tt2905838/?ref_=bo_ge_table_83,883,Bang Bang,"$2,546,172",271,"$1,278,690",271,"Oct 2, 2014","FIP

",2546172,39499809,42045981,1278690,0,2014-10-02,153.0,FIP,"Action, Adventure, Comedy, Musical, Romance, Thriller",
/title/tt0814022/?ref_=bo_ge_table_30,730,Bangkok Dangerous,"$15,298,133","2,654","$7,783,266","2,650","Sep 5, 2008","Lionsgate

",15298133,27189257,42487390,7783266,45000000,2008-08-22,99.0,Lionsgate,"Action, Crime, Thriller",R
/title/tt0115624/?ref_=bo_ge_table_66,866,Barb Wire,"$3,793,614","1,312","$1,844,426","1,312","May 3, 1996","Gramercy Pictures (I)

",3793614,3793614,0,1844426,0,1996-05-03,98.0,Gramercy Pictures (I),"Action, Sci-Fi",R
/title/tt0120598/?ref_=bo_ge_table_64,764,Barney's Great Adventure,"$12,218,638",833,"$2,203,865",540,"Apr 3, 1998","PolyGram

",12218638,12218638,0,2203865,0,1998-04-03,76.0,PolyGram,"Adventure, Comedy, Drama, Family, Fantasy",
/title/tt0096895/?ref_=bo_ge_table_61,61,Batman,"$251,188,924","2,201","$40,489,746","2,194","Jun 23, 1989","Warner Bros.

",251409241,160160000,411569241,40489746,35000000,1989-06-23,126.0,Warner Bros.,"Action, Adventure",
/title/tt0118688/?ref_=bo_ge_table_6,206,Batman & Robin,"$107,325,195","2,942","$42,872,605","2,934","Jun 20, 1997","Warner Bros.

",107353792,130881927,238235719,42872605,125000000,1997-06-20,125.0,Warner Bros.,"Action, Sci-Fi",PG-13
/title/tt0372784/?ref_=bo_ge_table_92,92,Batman Begins,"$205,343,774","3,858","$48,745,440","3,858","Jun 15, 2005","Warner Bros.

",206863479,166809514,373672993,48745440,150000000,2005-06-15,140.0,Warner Bros.,"Action, Crime, Drama",PG-13
/title/tt0112462/?ref_=bo_ge_table_4,104,Batman Forever,"$184,031,112","2,893","$52,784,433","2,842","Jun 16, 1995","Warner Bros.

",184069126,152498032,336567158,52784433,100000000,1995-06-16,121.0,Warner Bros.,"Action, Adventure",PG-13
/title/tt0103776/?ref_=bo_ge_table_21,121,Batman Returns,"$162,831,698","2,644","$45,687,711","2,644","Jun 19, 1992","Warner Bros.

",162924631,103990656,266915287,45687711,80000000,1992-06-19,126.0,Warner Bros.,"Action, Crime, Fantasy",PG-13
/title/tt2975590/?ref_=bo_ge_table_34,34,Batman v Superman: Dawn of Justice,"$330,360,194","4,256","$166,007,347","4,242","Mar 25, 2016","Warner Bros.

",330360194,543277334,873637528,166007347,250000000,2016-03-23,152.0,Warner Bros.,"Action, Adventure, Sci-Fi",PG-13
/title/tt0106364/?ref_=bo_ge_table_43,843,Batman: Mask of the Phantasm,"$5,617,391","1,506","$1,189,975","1,506","Dec 25, 1993","Warner Bros.

",5635204,5635204,0,1189975,0,1993-12-25,76.0,Warner Bros.,"Action, Adventure, Animation, Crime, Family, Mystery, Sci-Fi",PG
/title/tt4853102/?ref_=bo_ge_table_67,867,Batman: The Killing Joke,"$3,775,000","1,325",-,-,"Jul 25, 2016","Fathom Events

",3775000,687034,4462034,0,0,2016-07-21,76.0,Fathom Events,"Action, Animation, Crime, Drama, Thriller",R
/title/tt0185183/?ref_=bo_ge_table_47,647,Battlefield Earth,"$21,471,685","3,307","$11,548,898","3,307","May 12, 2000","Warner Bros.

",21471685,8253978,29725663,11548898,73000000,2000-05-12,118.0,Warner Bros.,"Action, Adventure, Sci-Fi",PG-13
/title/tt1469304/?ref_=bo_ge_table_80,380,Baywatch,"$58,060,186","3,647","$18,503,871","3,647","May 25, 2017","Paramount Pictures

",58060186,119796565,177856751,18503871,69000000,2017-05-25,116.0,Paramount Pictures,"Action, Comedy, Crime",R
/title/tt0118689/?ref_=bo_ge_table_53,453,Bean,"$45,319,423","2,015","$2,255,233",242,"Oct 17, 1997","Gramercy Pictures (I)

",45319423,205893247,251212670,2255233,18000000,1997-10-17,89.0,Gramercy Pictures (I),"Adventure, Comedy, Family",PG-13
/title/tt1559547/?ref_=bo_ge_table_84,684,Beautiful Creatures,"$19,452,138","2,950","$7,582,595","2,950","Feb 14, 2013","Warner Bros.

",19452138,40600000,60052138,7582595,60000000,2013-02-13,124.0,Warner Bros.,"Drama, Fantasy, Romance",PG-13
/title/tt2771200/?ref_=bo_ge_table_8,8,Beauty and the Beast,"$504,014,165","4,210","$174,750,616","4,210","Mar 17, 2017","Walt Disney Studios Motion Pictures

",504481165,769095055,1273576220,174750616,160000000,2017-03-16,129.0,Walt Disney Studios Motion Pictures,"Adventure, Family, Fantasy, Musical, Romance",PG
/title/tt0230030/?ref_=bo_ge_table_14,514,Bedazzled,"$37,886,980","2,571","$13,106,526","2,568","Oct 20, 2000","Twentieth Century Fox

",37886980,52496228,90383208,13106526,48000000,2000-10-20,93.0,Twentieth Century Fox,"Comedy, Fantasy",PG-13
/title/tt1691916/?ref_=bo_ge_table_63,763,Before I Fall,"$12,241,122","2,346","$4,690,214","2,346","Mar 3, 2017","Open Road Films (II)

",12241122,4132721,16373843,4690214,0,2017-03-02,98.0,Open Road Films (II),"Drama, Fantasy, Mystery",PG-13
/title/tt0120603/?ref_=bo_ge_table_34,634,Beloved,"$22,852,487","1,571","$8,165,551","1,501","Oct 16, 1998","Walt Disney Studios Motion Pictures

",22852487,22852487,0,8165551,80000000,1998-10-16,172.0,Walt Disney Studios Motion Pictures,"Drama, History, Horror, Mystery",R
/title/tt0374536/?ref_=bo_ge_table_55,355,Bewitched,"$63,313,159","3,188","$20,131,130","3,174","Jun 24, 2005","Sony Pictures Entertainment (SPE)

",63313159,68113010,131426169,20131130,85000000,2005-06-24,102.0,Sony Pictures Entertainment (SPE),"Comedy, Fantasy, Romance",PG-13
/title/tt2245084/?ref_=bo_ge_table_76,76,Big Hero 6,"$222,527,828","3,773","$56,215,889","3,761","Nov 7, 2014","Walt Disney Studios Motion Pictures

",222527828,435341858,657869686,56215889,165000000,2014-10-25,102.0,Walt Disney Studios Motion Pictures,"Action, Adventure, Animation, Comedy, Family, Sci-Fi",PG
/title/tt2538654/?ref_=bo_ge_table_62,962,Billy and Buddy,$894,2,-,-,"Nov 8, 2013","Distrib Films

",894,17399159,17400053,0,0,2013-02-27,82.0,Distrib Films,"Comedy, Family",
/title/tt0094746/?ref_=bo_ge_table_70,470,Biloxi Blues,"$43,184,798","1,330","$7,093,325","1,239","Mar 25, 1988","Universal Pictures

",43184798,8500000,51684798,7093325,0,1988-03-25,106.0,Universal Pictures,"Comedy, Drama",
/title/tt10481868/?ref_=bo_ge_table_84,784,Black Christmas,"$10,429,730","2,625","$4,240,245","2,625","Dec 13, 2019","Universal Pictures

",10429730,8100000,18529730,4240245,5000000,2019-11-27,92.0,Universal Pictures,"Horror, Mystery, Thriller",PG-13
/title/tt3480822/?ref_=bo_ge_table_6,106,Black Widow,"$183,651,655","4,275","$80,366,312","4,160","Jul 9, 2021","Walt Disney Studios Motion Pictures

",183651655,196100000,379751655,80366312,0,2021-07-07,134.0,Walt Disney Studios Motion Pictures,"Action, Adventure, Sci-Fi",PG-13
/title/tt0120611/?ref_=bo_ge_table_25,325,Blade,"$70,087,718","2,389","$17,073,856","2,322","Aug 21, 1998","New Line Cinema

",70087718,61123659,131211377,17073856,0,1998-08-21,,New Line Cinema,"Action, Horror, Sci-Fi",R
/title/tt0187738/?ref_=bo_ge_table_66,266,Blade II,"$82,348,319","2,707","$32,528,016","2,707","Mar 22, 2002","New Line Cinema

",82348319,72661713,155010032,32528016,54000000,2002-03-22,117.0,New Line Cinema,"Action, Horror, Sci-Fi, Thriller",R
/title/tt0083658/?ref_=bo_ge_table_91,591,Blade Runner,"$27,580,111","1,325","$6,150,002","1,295","Jun 25, 1982","Warner Bros.

",32914489,8807935,41722424,6150002,0,1982-06-25,117.0,Warner Bros.,"Action, Drama, Sci-Fi, Thriller",R
/title/tt0359013/?ref_=bo_ge_table_9,409,Blade: Trinity,"$52,411,906","2,912","$16,100,000","2,912","Dec 8, 2004","New Line Cinema

",52411906,79565998,131977904,16100000,65000000,2004-12-08,113.0,New Line Cinema,"Action, Horror, Sci-Fi",R
/title/tt0086973/?ref_=bo_ge_table_92,692,Blame It on Rio,"$18,644,570","1,234","$3,437,660","1,201","Feb 17, 1984","Twentieth Century Fox

",18644570,18644570,0,3437660,0,1984-02-17,100.0,Twentieth Century Fox,"Comedy, Romance",
/title/tt1747958/?ref_=bo_ge_table_47,947,Blood Ties,"$42,472",28,"$26,912",28,"Mar 21, 2014","Roadside Attractions

",42472,2523963,2566435,26912,0,2013-10-30,127.0,Roadside Attractions,"Action, Crime, Drama, Thriller",R
/title/tt0397044/?ref_=bo_ge_table_71,871,Blood and Chocolate,"$3,526,847","1,200","$2,074,300","1,200","Jan 26, 2007","Metro-Goldwyn-Mayer (MGM)

",3526847,2813876,6340723,2074300,0,2007-01-25,98.0,Metro-Goldwyn-Mayer (MGM),"Drama, Fantasy, Horror, Romance",PG-13
/title/tt0383222/?ref_=bo_ge_table_86,886,BloodRayne,"$2,405,420",985,"$1,550,000",985,"Jan 6, 2006","Romar Entertainment

",2405420,1244855,3650275,1550000,25000000,2006-01-06,95.0,Romar Entertainment,"Action, Fantasy, Horror",R
/title/tt1634106/?ref_=bo_ge_table_62,762,Bloodshot,"$12,561,824","2,861","$9,176,695","2,861","Mar 13, 2020","Sony Pictures Entertainment (SPE)

",12561824,20980633,33542457,9176695,45000000,2020-03-06,109.0,Sony Pictures Entertainment (SPE),"Action, Adventure, Sci-Fi",PG-13
/title/tt2278871/?ref_=bo_ge_table_89,889,Blue Is the Warmest Colour,"$2,199,787",142,"$100,316",4,"Oct 25, 2013","IFC Films

",2199787,17266048,19465835,100316,0,2013-10-09,,IFC Films,"Drama, Romance",NC-17
/title/tt0101492/?ref_=bo_ge_table_98,798,Body Parts,"$9,188,150","1,315","$3,032,258","1,315","Aug 2, 1991","Paramount Pictures

",9188150,9188150,0,3032258,0,1991-08-02,88.0,Paramount Pictures,"Horror, Sci-Fi, Thriller",R
/title/tt0106452/?ref_=bo_ge_table_33,933,Body Snatchers,"$428,868",34,"$31,494",13,"Jan 14, 1994","Warner Bros.

",428868,428868,0,31494,0,1994-01-14,87.0,Warner Bros.,"Horror, Sci-Fi",R
/title/tt0443453/?ref_=bo_ge_table_69,169,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"$128,505,958","2,611","$26,455,463",837,"Nov 3, 2006","Twentieth Century Fox

",128505958,134046935,262552893,26455463,18000000,2006-02-23,84.0,Twentieth Century Fox,Comedy,R
